Timestamp,Noureddine_Rojbani_TS03_soil_moisture_10cm,Noureddine_Rojbani_TS01_solar_radiation,Noureddine_Rojbani_TS01_temperature,Noureddine_Rojbani_TS032_water_flow,Noureddine_Rojbani_TS02_cumulative_rainfall,Noureddine_Rojbani_TS01_wind_speed,Noureddine_Rojbani_TS01_air_humidity,Noureddine_Rojbani_TS08_soil_moisture_30cm,Noureddine_Rojbani_TS02_rain_intensity,Noureddine_Rojbani_TS07_soil_moisture_20cm,Noureddine_Rojbani_TS06_soil_moisture_10cm,Noureddine_Rojbani_TS05_soil_moisture_30cm
2024-10-23T15:30:01,,,,NaN,205.6,0.72,77.8,NaN,NaN,NaN,NaN,NaN
2024-10-23T16:00:00,,,,263,NaN,NaN,NaN,23.9,0,23,25,23.1
2024-10-23T16:00:01,,,,NaN,205.6,0.75,81.8,NaN,NaN,NaN,NaN,NaN
2024-10-23T16:30:00,,,,263,NaN,NaN,NaN,23.8,0,23.1,25.3,23.1
2024-10-23T16:30:01,,,,NaN,205.6,0.77,84.8,NaN,NaN,NaN,NaN,NaN
2024-10-23T17:00:00,,,,263,NaN,NaN,NaN,23.8,0,23.2,25.6,23.1
2024-10-23T17:00:01,,,,NaN,205.6,1.23,86,NaN,NaN,NaN,NaN,NaN
2024-10-23T17:30:00,,,,263,NaN,NaN,NaN,23.8,0,23.3,25.7,23.2
2024-10-23T17:30:01,,,,NaN,205.6,0.25,87.2,NaN,NaN,NaN,NaN,NaN
2024-10-23T18:00:00,,,,263,NaN,NaN,NaN,23.8,0,23.4,25.8,23.2
2024-10-23T18:00:01,,,,NaN,205.6,0.58,87.6,NaN,NaN,NaN,NaN,NaN
2024-10-23T18:30:00,,,,263,NaN,NaN,NaN,23.9,0,23.5,25.8,23.3
2024-10-23T18:30:01,,,,NaN,205.6,0.25,87.7,NaN,NaN,NaN,NaN,NaN
2024-10-23T19:00:00,,,,263,NaN,NaN,NaN,23.9,0,23.6,25.6,23.3
2024-10-23T19:00:01,,,,NaN,205.6,0.72,88.4,NaN,NaN,NaN,NaN,NaN
2024-10-23T19:30:00,,,,263,NaN,NaN,NaN,23.9,0,23.8,25.4,23.3
2024-10-23T19:30:01,,,,NaN,205.6,0.21,88.9,NaN,NaN,NaN,NaN,NaN
2024-10-23T20:00:00,,,,263,NaN,NaN,NaN,23.9,0,23.8,25.1,23.4
2024-10-23T20:00:01,,,,NaN,205.6,0.1,89.3,NaN,NaN,NaN,NaN,NaN
2024-10-23T20:30:00,,,,263,NaN,NaN,NaN,23.9,0,23.9,24.9,23.5
2024-10-23T20:30:01,,,,NaN,205.6,0.23,89.8,NaN,NaN,NaN,NaN,NaN
2024-10-23T21:00:00,,,,263,NaN,NaN,NaN,23.9,0,24,24.6,23.5
2024-10-23T21:00:01,,,,NaN,205.6,0.23,90.5,NaN,NaN,NaN,NaN,NaN
2024-10-23T21:30:00,,,,263,NaN,NaN,NaN,24,0,24,24.4,23.5
2024-10-23T21:30:01,,,,NaN,205.6,0.5,91.8,NaN,NaN,NaN,NaN,NaN
2024-10-23T22:00:00,,,,263,NaN,NaN,NaN,24,0,24.1,24.2,23.6
2024-10-23T22:00:01,,,,NaN,205.6,0.33,93.1,NaN,NaN,NaN,NaN,NaN
2024-10-23T22:30:00,,,,263,NaN,NaN,NaN,24,0,24.1,24.1,23.6
2024-10-23T22:30:01,,,,NaN,205.6,0.15,94,NaN,NaN,NaN,NaN,NaN
2024-10-23T23:00:00,,,,263,NaN,NaN,NaN,24.1,0,24.1,24,23.7
2024-10-23T23:00:01,,,,NaN,205.6,0.16,94.6,NaN,NaN,NaN,NaN,NaN
2024-10-23T23:30:00,,,,263,NaN,NaN,NaN,24.1,0,24.1,23.9,23.7
2024-10-23T23:30:01,,,,NaN,205.6,0.58,94.8,NaN,NaN,NaN,NaN,NaN
2024-10-24T00:00:00,,,,263,NaN,NaN,NaN,24.1,0,24.1,23.8,23.7
2024-10-24T00:00:01,,,,NaN,205.6,0.3,93,NaN,NaN,NaN,NaN,NaN
2024-10-24T00:30:00,,,,263,NaN,NaN,NaN,24.1,0,24.1,23.7,23.7
2024-10-24T00:30:01,,,,NaN,205.6,0.16,91.8,NaN,NaN,NaN,NaN,NaN
2024-10-24T01:00:00,,,,263,NaN,NaN,NaN,24.1,0,24.1,23.6,23.7
2024-10-24T01:00:01,,,,NaN,205.6,0.27,91.6,NaN,NaN,NaN,NaN,NaN
2024-10-24T01:30:00,,,,263,NaN,NaN,NaN,24.2,0,24.1,23.6,23.8
2024-10-24T01:30:01,,,,NaN,205.6,0.26,91.3,NaN,NaN,NaN,NaN,NaN
2024-10-24T02:00:00,,,,263,NaN,NaN,NaN,24.2,0,24.1,23.5,23.8
2024-10-24T02:00:01,,,,NaN,205.6,0.63,91.4,NaN,NaN,NaN,NaN,NaN
2024-10-24T02:30:00,,,,263,NaN,NaN,NaN,24.2,0,24.1,23.4,23.8
2024-10-24T02:30:01,,,,NaN,205.6,0.21,91.3,NaN,NaN,NaN,NaN,NaN
2024-10-24T03:00:00,,,,263,NaN,NaN,NaN,24.2,0,24,23.3,23.8
2024-10-24T03:00:01,,,,NaN,205.6,0.13,91.9,NaN,NaN,NaN,NaN,NaN
2024-10-24T04:00:00,,,,263,NaN,NaN,NaN,24.2,0,24,23,23.8
2024-10-24T04:00:01,,,,NaN,205.6,0.16,92.9,NaN,NaN,NaN,NaN,NaN
2024-10-24T04:30:00,,,,263,NaN,NaN,NaN,24.2,0,24,22.9,23.8
2024-10-24T04:30:01,,,,NaN,205.6,0.2,94.5,NaN,NaN,NaN,NaN,NaN
2024-10-24T05:00:00,,,,263,NaN,NaN,NaN,24.2,0,24,22.8,23.8
2024-10-24T05:00:01,,,,NaN,205.6,0.36,95.4,NaN,NaN,NaN,NaN,NaN
2024-10-24T05:30:00,,,,263,NaN,NaN,NaN,24.2,0,23.9,22.6,23.8
2024-10-24T05:30:01,,,,NaN,205.6,0.38,95.7,NaN,NaN,NaN,NaN,NaN
2024-10-24T06:00:00,,,,263,NaN,NaN,NaN,24.3,0,23.9,22.5,23.8
2024-10-24T06:00:01,,,,NaN,205.6,0.21,93.1,NaN,NaN,NaN,NaN,NaN
2024-10-24T06:30:00,,,,263,NaN,NaN,NaN,24.3,0,23.9,22.4,23.8
2024-10-24T06:30:01,,,,NaN,205.6,0.32,85.2,NaN,NaN,NaN,NaN,NaN
2024-10-24T07:00:00,,,,263,NaN,NaN,NaN,24.3,0,23.8,22.2,23.8
2024-10-24T07:00:01,,,,NaN,205.6,0.39,81,NaN,NaN,NaN,NaN,NaN
2024-10-24T07:30:00,,,,264,NaN,NaN,NaN,24.3,0,23.8,22.1,23.8
2024-10-24T07:30:01,,,,NaN,205.6,0.56,73.8,NaN,NaN,NaN,NaN,NaN
2024-10-24T08:00:00,,,,264,NaN,NaN,NaN,24.3,0,23.8,22,23.7
2024-10-24T08:00:01,,,,NaN,205.6,0.52,72.7,NaN,NaN,NaN,NaN,NaN
2024-10-24T08:30:00,,,,264,NaN,NaN,NaN,24.3,0,23.7,21.8,23.7
2024-10-24T08:30:01,,,,NaN,205.6,0.77,67.3,NaN,NaN,NaN,NaN,NaN
2024-10-24T09:00:00,,,,264,NaN,NaN,NaN,NaN,0,NaN,NaN,23.7
2024-10-24T09:00:01,,,,NaN,205.6,1.06,65.6,NaN,NaN,NaN,NaN,NaN
2024-10-24T09:30:00,,,,264,NaN,NaN,NaN,NaN,0,NaN,NaN,23.7
2024-10-24T09:30:01,,,,NaN,205.6,0.84,59.7,NaN,NaN,NaN,NaN,NaN
2024-10-24T10:00:00,,,,264,NaN,NaN,NaN,24.2,0,23.6,21.5,23.7
2024-10-24T10:00:01,,,,NaN,205.6,0.19,54.6,NaN,NaN,NaN,NaN,NaN
2024-10-24T10:30:00,,,,264,NaN,NaN,NaN,24.2,0,23.6,21.4,23.7
2024-10-24T10:30:01,,,,NaN,205.6,0.35,52.6,NaN,NaN,NaN,NaN,NaN
2024-10-24T11:00:00,,,,264,NaN,NaN,NaN,23.1,0,22.6,21.8,23.5
2024-10-24T11:00:01,,,,NaN,205.6,0.75,51.5,NaN,NaN,NaN,NaN,NaN
2024-10-24T11:30:00,,,,264,NaN,NaN,NaN,23.2,0,22.6,21.9,23.5
2024-10-24T11:30:01,,,,NaN,205.6,0.62,49.6,NaN,NaN,NaN,NaN,NaN
2024-10-24T12:00:00,,,,264,NaN,NaN,NaN,23.3,0,22.6,22,23.5
2024-10-24T12:00:01,,,,NaN,205.6,0.35,48.7,NaN,NaN,NaN,NaN,NaN
2024-10-24T12:30:00,,,,264,NaN,NaN,NaN,23.4,0,22.6,22.1,23.5
2024-10-24T12:30:01,,,,NaN,205.6,1.29,47.9,NaN,NaN,NaN,NaN,NaN
2024-10-24T13:00:00,,,,264,NaN,NaN,NaN,23.4,0,22.6,22.1,23.5
2024-10-24T13:00:01,,,,NaN,205.6,0.6,46.8,NaN,NaN,NaN,NaN,NaN
2024-10-24T13:30:00,,,,264,NaN,NaN,NaN,23.4,0,22.7,22.2,23.5
2024-10-24T13:30:01,,,,NaN,205.6,0.73,46.9,NaN,NaN,NaN,NaN,NaN
2024-10-24T14:00:00,,,,264,NaN,NaN,NaN,23.4,0,22.7,22.3,23.5
2024-10-24T14:00:01,,,,NaN,205.6,1.61,54.6,NaN,NaN,NaN,NaN,NaN
2024-10-24T14:30:00,,,,264,NaN,NaN,NaN,23.4,0,22.7,22.4,23.5
2024-10-24T14:30:01,,,,NaN,205.6,1.12,57.6,NaN,NaN,NaN,NaN,NaN
2024-10-24T15:00:00,,,,264,NaN,NaN,NaN,23.5,0,22.8,22.5,23.5
2024-10-24T15:00:01,,,,NaN,205.6,0.51,63.3,NaN,NaN,NaN,NaN,NaN
2024-10-24T15:30:00,,,,264,NaN,NaN,NaN,23.5,0,22.8,22.7,23.5
2024-10-24T15:30:01,,,,NaN,205.6,2.06,69.6,NaN,NaN,NaN,NaN,NaN
2024-10-24T16:00:00,,,,264,NaN,NaN,NaN,23.5,0,22.9,22.9,23.5
2024-10-24T16:00:01,,,,NaN,205.6,1.02,71.8,NaN,NaN,NaN,NaN,NaN
2024-10-24T16:30:00,,,,264,NaN,NaN,NaN,23.5,0,22.9,23.2,23.5
2024-10-24T16:30:01,,,,NaN,205.6,1,74.9,NaN,NaN,NaN,NaN,NaN
2024-10-24T17:00:00,,,,264,NaN,NaN,NaN,23.5,0,23,23.4,23.5
2024-10-24T17:00:01,,,,NaN,205.6,0.85,77.8,NaN,NaN,NaN,NaN,NaN
2024-10-24T17:30:00,,,,264,NaN,NaN,NaN,23.5,0,23.1,23.6,23.5
2024-10-24T17:30:01,,,,NaN,205.6,0.42,80.5,NaN,NaN,NaN,NaN,NaN
2024-10-24T18:00:00,,,,264,NaN,NaN,NaN,23.5,0,23.2,23.8,23.5
2024-10-24T18:00:01,,,,NaN,205.6,1.04,82.6,NaN,NaN,NaN,NaN,NaN
2024-10-24T18:30:00,,,,264,NaN,NaN,NaN,23.6,0,23.3,24,23.5
2024-10-24T18:30:01,,,,NaN,205.6,0.18,84.9,NaN,NaN,NaN,NaN,NaN
2024-10-24T19:00:00,,,,264,NaN,NaN,NaN,23.6,0,23.4,24,23.6
2024-10-24T19:00:01,,,,NaN,205.6,0.53,87.2,NaN,NaN,NaN,NaN,NaN
2024-10-24T19:30:00,,,,264,NaN,NaN,NaN,23.6,0,23.5,24,23.6
2024-10-24T19:30:01,,,,NaN,205.6,0.31,89.3,NaN,NaN,NaN,NaN,NaN
2024-10-24T20:00:00,,,,264,NaN,NaN,NaN,23.6,0,23.6,24,23.6
2024-10-24T20:00:01,,,,NaN,205.6,0.16,91,NaN,NaN,NaN,NaN,NaN
2024-10-24T20:30:00,,,,264,NaN,NaN,NaN,23.7,0,23.7,24,23.6
2024-10-24T20:30:01,,,,NaN,205.6,0.07,92.2,NaN,NaN,NaN,NaN,NaN
2024-10-24T21:00:00,,,,264,NaN,NaN,NaN,23.7,0,23.7,23.9,23.6
2024-10-24T21:00:01,,,,NaN,205.6,0.05,93.1,NaN,NaN,NaN,NaN,NaN
2024-10-24T21:30:00,,,,264,NaN,NaN,NaN,23.7,0,23.7,23.8,23.7
2024-10-24T21:30:01,,,,NaN,205.6,0.27,93.7,NaN,NaN,NaN,NaN,NaN
2024-10-24T22:00:00,,,,264,NaN,NaN,NaN,23.8,0,23.8,23.7,23.7
2024-10-24T22:00:01,,,,NaN,205.6,0.05,94.7,NaN,NaN,NaN,NaN,NaN
2024-10-24T22:30:00,,,,264,NaN,NaN,NaN,23.8,0,23.8,23.6,23.7
2024-10-24T22:30:01,,,,NaN,205.6,0.16,95,NaN,NaN,NaN,NaN,NaN
2024-10-24T23:00:00,,,,264,NaN,NaN,NaN,23.8,0,23.8,23.5,23.7
2024-10-24T23:00:01,,,,NaN,205.6,0.2,95.9,NaN,NaN,NaN,NaN,NaN
2024-10-24T23:30:00,,,,264,NaN,NaN,NaN,23.8,0,23.8,23.4,23.8
2024-10-24T23:30:01,,,,NaN,205.6,0.25,96.1,NaN,NaN,NaN,NaN,NaN
2024-10-25T00:00:00,,,,264,NaN,NaN,NaN,23.9,0,23.8,23.3,23.8
2024-10-25T00:00:01,,,,NaN,205.6,0.05,96.1,NaN,NaN,NaN,NaN,NaN
2024-10-25T00:30:00,,,,264,NaN,NaN,NaN,23.9,0,23.7,23.3,23.8
2024-10-25T00:30:01,,,,NaN,205.6,0.06,96.3,NaN,NaN,NaN,NaN,NaN
2024-10-25T01:00:00,,,,264,NaN,NaN,NaN,23.9,0,23.7,23.2,23.8
2024-10-25T01:00:01,,,,NaN,205.6,0.1,96.5,NaN,NaN,NaN,NaN,NaN
2024-10-25T01:30:00,,,,264,NaN,NaN,NaN,23.9,0,23.7,23.1,23.8
2024-10-25T01:30:01,,,,NaN,205.6,0.11,96.7,NaN,NaN,NaN,NaN,NaN
2024-10-25T02:00:00,,,,264,NaN,NaN,NaN,23.9,0,23.7,23,23.8
2024-10-25T02:00:01,,,,NaN,205.6,0.06,96.9,NaN,NaN,NaN,NaN,NaN
2024-10-25T02:30:00,,,,264,NaN,NaN,NaN,23.9,0,23.6,23,23.8
2024-10-25T02:30:01,,,,NaN,205.6,0.16,97.3,NaN,NaN,NaN,NaN,NaN
2024-10-25T03:30:00,,,,264,NaN,NaN,NaN,24,0,23.6,22.8,23.8
2024-10-25T03:30:01,,,,NaN,205.6,0.13,97.4,NaN,NaN,NaN,NaN,NaN
2024-10-25T04:00:00,,,,264,NaN,NaN,NaN,24,0,23.5,22.7,23.8
2024-10-25T04:00:01,,,,NaN,205.6,0.32,97.5,NaN,NaN,NaN,NaN,NaN
2024-10-25T04:30:00,,,,264,NaN,NaN,NaN,24,0,23.5,22.6,23.8
2024-10-25T04:30:01,,,,NaN,205.6,0.27,97.9,NaN,NaN,NaN,NaN,NaN
2024-10-25T05:00:00,,,,264,NaN,NaN,NaN,24,0,23.4,22.5,23.8
2024-10-25T05:00:01,,,,NaN,205.6,0.16,98.4,NaN,NaN,NaN,NaN,NaN
2024-10-25T05:30:00,,,,264,NaN,NaN,NaN,24,0,23.4,22.4,23.8
2024-10-25T05:30:01,,,,NaN,205.6,0.66,98.7,NaN,NaN,NaN,NaN,NaN
2024-10-25T06:00:00,,,,264,NaN,NaN,NaN,23.9,0,23.3,22.3,23.8
2024-10-25T06:00:01,,,,NaN,205.6,0.18,98.3,NaN,NaN,NaN,NaN,NaN
2024-10-25T06:30:00,,,,264,NaN,NaN,NaN,23.9,0,23.3,22.2,23.8
2024-10-25T06:30:01,,,,NaN,205.6,0.26,97.3,NaN,NaN,NaN,NaN,NaN
2024-10-25T07:00:00,,,,264,NaN,NaN,NaN,23.9,0,23.2,22.1,23.8
2024-10-25T07:00:01,,,,NaN,205.6,0.77,81.7,NaN,NaN,NaN,NaN,NaN
2024-10-25T07:30:00,,,,264,NaN,NaN,NaN,23.9,0,23.2,22,23.8
2024-10-25T07:30:01,,,,NaN,205.6,0.26,68,NaN,NaN,NaN,NaN,NaN
2024-10-25T08:00:00,,,,264,NaN,NaN,NaN,23.9,0,23.1,21.9,23.8
2024-10-25T08:00:01,,,,NaN,205.6,0.58,62.8,NaN,NaN,NaN,NaN,NaN
2024-10-25T08:30:00,,,,264,NaN,NaN,NaN,23.9,0,23,21.8,23.7
2024-10-25T08:30:01,,,,NaN,205.6,0.58,59,NaN,NaN,NaN,NaN,NaN
2024-10-25T09:00:00,,,,264,NaN,NaN,NaN,23.9,0,23,21.7,23.7
2024-10-25T09:00:01,,,,NaN,205.6,0.41,55.3,NaN,NaN,NaN,NaN,NaN
2024-10-25T09:30:00,,,,264,NaN,NaN,NaN,23.8,0,22.9,21.6,23.7
2024-10-25T09:30:01,,,,NaN,205.6,0.32,51.4,NaN,NaN,NaN,NaN,NaN
2024-10-25T10:00:00,,,,264,NaN,NaN,NaN,23.8,0,22.9,21.5,23.7
2024-10-25T10:00:01,,,,NaN,205.6,0.72,49.6,NaN,NaN,NaN,NaN,NaN
2024-10-25T10:30:00,,,,264,NaN,NaN,NaN,23.8,0,22.8,21.5,23.7
2024-10-25T10:30:01,,,,NaN,205.6,0.59,49.1,NaN,NaN,NaN,NaN,NaN
2024-10-25T11:00:00,,,,264,NaN,NaN,NaN,23.8,0,22.7,21.4,23.6
2024-10-25T11:00:01,,,,NaN,205.6,0.55,48.3,NaN,NaN,NaN,NaN,NaN
2024-10-25T11:30:00,,,,264,NaN,NaN,NaN,23.7,0,22.7,21.4,23.6
2024-10-25T11:30:01,,,,NaN,205.6,0.63,44.2,NaN,NaN,NaN,NaN,NaN
2024-10-25T12:00:00,,,,264,NaN,NaN,NaN,23.7,0,22.6,21.5,23.6
2024-10-25T12:00:01,,,,NaN,205.6,0.54,43.9,NaN,NaN,NaN,NaN,NaN
2024-10-25T12:30:00,,,,264,NaN,NaN,NaN,23.7,0,22.6,21.6,23.6
2024-10-25T12:30:01,,,,NaN,205.6,0.5,46.1,NaN,NaN,NaN,NaN,NaN
2024-10-25T13:00:00,,,,264,NaN,NaN,NaN,23.7,0,22.6,21.6,23.6
2024-10-25T13:00:01,,,,NaN,205.6,1.13,46.9,NaN,NaN,NaN,NaN,NaN
2024-10-25T13:30:00,,,,264,NaN,NaN,NaN,23.6,0,22.6,21.7,23.5
2024-10-25T13:30:01,,,,NaN,205.6,2.19,45.6,NaN,NaN,NaN,NaN,NaN
2024-10-25T14:00:00,,,,264,NaN,NaN,NaN,23.6,0,22.6,21.8,23.5
2024-10-25T14:00:01,,,,NaN,205.6,0.42,50.7,NaN,NaN,NaN,NaN,NaN
2024-10-25T14:30:00,,,,264,NaN,NaN,NaN,23.6,0,22.6,21.9,23.5
2024-10-25T14:30:01,,,,NaN,205.6,0.96,54.4,NaN,NaN,NaN,NaN,NaN
2024-10-25T15:00:00,,,,264,NaN,NaN,NaN,23.6,0,22.6,22.1,23.5
2024-10-25T15:00:01,,,,NaN,205.6,0.87,59.8,NaN,NaN,NaN,NaN,NaN
2024-10-25T15:30:00,,,,264,NaN,NaN,NaN,23.5,0,22.6,22.2,23.4
2024-10-25T15:30:01,,,,NaN,205.6,0.82,62,NaN,NaN,NaN,NaN,NaN
2024-10-25T16:00:00,,,,264,NaN,NaN,NaN,23.5,0,22.6,22.4,23.4
2024-10-25T16:00:01,,,,NaN,205.6,0.28,63.8,NaN,NaN,NaN,NaN,NaN
2024-10-25T16:30:00,,,,264,NaN,NaN,NaN,23.5,0,22.7,22.6,23.4
2024-10-25T16:30:01,,,,NaN,205.6,0.38,66.8,NaN,NaN,NaN,NaN,NaN
2024-10-25T17:00:00,,,,264,NaN,NaN,NaN,23.5,0,22.8,22.8,23.4
2024-10-25T17:00:01,,,,NaN,205.6,0,72.2,NaN,NaN,NaN,NaN,NaN
2024-10-25T17:30:00,,,,264,NaN,NaN,NaN,23.5,0,22.8,22.9,23.4
2024-10-25T17:30:01,,,,NaN,205.6,0.39,77.8,NaN,NaN,NaN,NaN,NaN
2024-10-25T18:00:00,,,,264,NaN,NaN,NaN,23.5,0,22.9,23,23.4
2024-10-25T18:00:01,,,,NaN,205.6,0.16,79.6,NaN,NaN,NaN,NaN,NaN
2024-10-25T18:30:00,,,,264,NaN,NaN,NaN,23.5,0,23,23.1,23.4
2024-10-25T18:30:01,,,,NaN,205.6,0.47,82.7,NaN,NaN,NaN,NaN,NaN
2024-10-25T19:00:00,,,,264,NaN,NaN,NaN,23.5,0,23,23.2,23.4
2024-10-25T19:00:01,,,,NaN,205.6,0.26,84.9,NaN,NaN,NaN,NaN,NaN
2024-10-25T19:30:00,,,,264,NaN,NaN,NaN,23.5,0,23.1,23.2,23.4
2024-10-25T19:30:01,,,,NaN,205.6,0.31,87.5,NaN,NaN,NaN,NaN,NaN
2024-10-25T20:00:00,,,,264,NaN,NaN,NaN,23.5,0,23.1,23.2,23.4
2024-10-25T20:00:01,,,,NaN,205.6,0.22,89.8,NaN,NaN,NaN,NaN,NaN
2024-10-25T20:30:00,,,,264,NaN,NaN,NaN,23.5,0,23.2,23.1,23.4
2024-10-25T20:30:01,,,,NaN,205.6,0.27,91.9,NaN,NaN,NaN,NaN,NaN
2024-10-25T21:00:00,,,,264,NaN,NaN,NaN,23.6,0,23.2,23.1,23.4
2024-10-25T21:00:01,,,,NaN,205.6,0.25,93,NaN,NaN,NaN,NaN,NaN
2024-10-25T21:30:00,,,,264,NaN,NaN,NaN,23.6,0,23.2,23,23.4
2024-10-25T21:30:01,,,,NaN,205.6,0.06,94.2,NaN,NaN,NaN,NaN,NaN
2024-10-25T22:00:00,,,,264,NaN,NaN,NaN,23.6,0,23.2,22.9,23.4
2024-10-25T22:00:01,,,,NaN,205.6,0.36,95.1,NaN,NaN,NaN,NaN,NaN
2024-10-25T22:30:00,,,,264,NaN,NaN,NaN,23.6,0,23.2,22.9,23.4
2024-10-25T22:30:01,,,,NaN,205.6,0.8,91,NaN,NaN,NaN,NaN,NaN
2024-10-25T23:00:00,,,,264,NaN,NaN,NaN,23.6,0,23.2,22.8,23.4
2024-10-25T23:00:01,,,,NaN,205.6,0.62,75.2,NaN,NaN,NaN,NaN,NaN
2024-10-25T23:30:00,,,,264,NaN,NaN,NaN,23.6,0,23.2,22.7,23.5
2024-10-25T23:30:01,,,,NaN,205.6,1.25,68.1,NaN,NaN,NaN,NaN,NaN
2024-10-26T00:00:00,,,,264,NaN,NaN,NaN,23.6,0,23.2,22.6,23.5
2024-10-26T00:00:01,,,,NaN,205.6,0.3,68.5,NaN,NaN,NaN,NaN,NaN
2024-10-26T00:30:00,,,,264,NaN,NaN,NaN,23.6,0,23.2,22.6,23.5
2024-10-26T00:30:01,,,,NaN,205.6,0.46,59.4,NaN,NaN,NaN,NaN,NaN
2024-10-26T01:00:00,,,,264,NaN,NaN,NaN,23.6,0,23.2,22.5,23.5
2024-10-26T01:00:01,,,,NaN,205.6,0.38,64.3,NaN,NaN,NaN,NaN,NaN
2024-10-26T01:30:00,,,,264,NaN,NaN,NaN,23.6,0,23.2,22.4,23.5
2024-10-26T01:30:01,,,,NaN,205.6,0.45,72.2,NaN,NaN,NaN,NaN,NaN
2024-10-26T02:00:00,,,,264,NaN,NaN,NaN,23.6,0,23.1,22.4,23.5
2024-10-26T02:00:01,,,,NaN,205.6,1.59,74.4,NaN,NaN,NaN,NaN,NaN
2024-10-26T03:30:00,,,,264,NaN,NaN,NaN,23.6,0,23,22.1,23.5
2024-10-26T03:30:01,,,,NaN,205.6,0.46,71.3,NaN,NaN,NaN,NaN,NaN
2024-10-26T04:00:00,,,,264,NaN,NaN,NaN,23.6,0,23,22.1,23.5
2024-10-26T04:00:01,,,,NaN,205.6,0.36,73.7,NaN,NaN,NaN,NaN,NaN
2024-10-26T04:30:00,,,,264,NaN,NaN,NaN,23.6,0,22.9,22.1,23.5
2024-10-26T04:30:01,,,,NaN,205.6,0.05,70.9,NaN,NaN,NaN,NaN,NaN
2024-10-26T05:00:00,,,,264,NaN,NaN,NaN,23.6,0,22.9,22,23.5
2024-10-26T05:00:01,,,,NaN,205.6,0.2,72.3,NaN,NaN,NaN,NaN,NaN
2024-10-26T05:30:00,,,,264,NaN,NaN,NaN,23.6,0,22.9,21.9,23.5
2024-10-26T05:30:01,,,,NaN,205.6,1.53,71.8,NaN,NaN,NaN,NaN,NaN
2024-10-26T06:00:00,,,,264,NaN,NaN,NaN,23.6,0,22.8,21.9,23.4
2024-10-26T06:00:01,,,,NaN,205.6,0.2,70,NaN,NaN,NaN,NaN,NaN
2024-10-26T06:30:00,,,,264,NaN,NaN,NaN,23.6,0,22.8,21.8,23.4
2024-10-26T06:30:01,,,,NaN,205.6,0.26,54.1,NaN,NaN,NaN,NaN,NaN
2024-10-26T07:00:00,,,,264,NaN,NaN,NaN,23.6,0,22.8,21.7,23.4
2024-10-26T07:00:01,,,,NaN,205.6,0.56,55.7,NaN,NaN,NaN,NaN,NaN
2024-10-26T07:30:00,,,,264,NaN,NaN,NaN,23.6,0,22.7,21.7,23.4
2024-10-26T07:30:01,,,,NaN,205.6,0.6,45.8,NaN,NaN,NaN,NaN,NaN
2024-10-26T08:00:00,,,,269,NaN,NaN,NaN,23.5,0,22.7,21.6,23.4
2024-10-26T08:00:01,,,,NaN,205.6,0.21,44.1,NaN,NaN,NaN,NaN,NaN
2024-10-26T08:30:00,,,,271,NaN,NaN,NaN,23.5,0,22.6,21.5,23.4
2024-10-26T08:30:01,,,,NaN,205.6,0.28,45.4,NaN,NaN,NaN,NaN,NaN
2024-10-26T09:00:00,,,,271,NaN,NaN,NaN,23.5,0,22.6,21.5,23.4
2024-10-26T09:00:01,,,,NaN,205.6,1.7,38.2,NaN,NaN,NaN,NaN,NaN
2024-10-26T09:30:00,,,,271,NaN,NaN,NaN,23.5,0,22.5,21.4,23.4
2024-10-26T09:30:01,,,,NaN,205.6,0.72,35.9,NaN,NaN,NaN,NaN,NaN
2024-10-26T10:00:00,,,,271,NaN,NaN,NaN,23.5,0,22.5,21.4,23.4
2024-10-26T10:00:01,,,,NaN,205.6,0.22,80.3,NaN,NaN,NaN,NaN,NaN
2024-10-26T10:30:00,,,,271,NaN,NaN,NaN,23.4,0,22.5,21.3,23.3
2024-10-26T10:30:01,,,,NaN,205.6,0.26,79.2,NaN,NaN,NaN,NaN,NaN
2024-10-26T11:00:00,,,,271,NaN,NaN,NaN,23.4,0,22.4,21.3,23.3
2024-10-26T11:00:01,,,,NaN,205.6,0.31,80.1,NaN,NaN,NaN,NaN,NaN
2024-10-26T11:30:00,,,,271,NaN,NaN,NaN,23.4,0,22.4,21.5,23.3
2024-10-26T11:30:01,,,,NaN,205.6,0.21,83.3,NaN,NaN,NaN,NaN,NaN
2024-10-26T12:00:00,,,,271,NaN,NaN,NaN,23.4,0,22.4,22,23.3
2024-10-26T12:00:01,,,,NaN,205.6,0.2,84.6,NaN,NaN,NaN,NaN,NaN
2024-10-26T12:30:00,,,,271,NaN,NaN,NaN,23.4,0,22.4,22,23.3
2024-10-26T12:30:01,,,,NaN,205.6,0.06,80.4,NaN,NaN,NaN,NaN,NaN
2024-10-26T13:00:00,,,,271,NaN,NaN,NaN,23.3,0,22.4,22,23.3
2024-10-26T13:00:01,,,,NaN,205.6,0.21,71.2,NaN,NaN,NaN,NaN,NaN
2024-10-26T13:30:00,,,,271,NaN,NaN,NaN,23.3,0,22.4,22.1,23.2
2024-10-26T13:30:01,,,,NaN,205.6,0.41,71.5,NaN,NaN,NaN,NaN,NaN
2024-10-27T03:00:00,,,,271,NaN,NaN,NaN,23.6,0,23,22.2,23.5
2024-10-27T03:00:01,,,,NaN,205.6,0.66,67.8,NaN,NaN,NaN,NaN,NaN
2024-10-27T03:30:00,,,,271,NaN,NaN,NaN,23.6,0,23,22.1,23.5
