Timestamp,Noureddine_Rojbani_TS05_soil_moisture_30cm,Noureddine_Rojbani_TS04_soil_moisture_20cm,Noureddine_Rojbani_TS03_soil_moisture_10cm
2024-10-08T14:30:00,26.8,26.2,27.1
2024-10-08T15:00:00,26.7,26.3,27.7
2024-10-08T15:30:00,26.7,26.3,28.2
2024-10-08T16:00:00,26.7,26.4,28.7
2024-10-08T16:30:00,26.7,26.6,29.1
2024-10-08T17:00:00,26.8,26.7,29.5
2024-10-08T17:30:00,26.8,26.9,29.8
2024-10-08T18:00:00,26.8,27,30
2024-10-08T18:30:00,26.9,27.2,30
2024-10-08T19:00:00,26.9,27.3,30
2024-10-08T19:30:00,27,27.4,29.9
2024-10-08T20:00:00,27,27.5,29.7
2024-10-08T20:30:00,27.1,27.6,29.5
2024-10-08T21:00:00,27.2,27.7,29.3
2024-10-08T21:30:00,27.2,27.8,29.1
2024-10-08T22:00:00,27.3,27.8,28.8
2024-10-08T22:30:00,27.3,27.9,28.6
2024-10-08T23:00:00,27.4,27.9,28.4
2024-10-08T23:30:00,27.4,27.9,28.2
2024-10-09T00:00:00,27.4,27.9,28
2024-10-09T00:30:00,27.5,27.8,27.8
2024-10-09T01:00:00,27.5,27.8,27.6
2024-10-09T01:30:00,27.5,27.8,27.4
2024-10-09T02:00:00,27.5,27.7,27.3
2024-10-09T02:30:00,27.5,27.7,27.1
2024-10-09T04:00:00,27.5,27.5,26.7
2024-10-09T04:30:00,27.5,27.5,26.6
2024-10-09T05:00:00,27.5,27.4,26.5
2024-10-09T05:30:00,27.5,27.4,26.4
2024-10-09T06:00:00,27.5,27.3,26.3
2024-10-09T06:30:00,27.4,27.3,26.2
2024-10-09T07:00:00,27.4,27.2,26.2
2024-10-09T07:30:00,27.4,27.2,26.1
2024-10-09T08:00:00,27.4,27.1,26
2024-10-09T08:30:00,27.3,27,26
2024-10-09T09:00:00,27.3,27,25.9
2024-10-09T09:30:00,27.3,27,25.8
2024-10-09T10:00:00,27.3,26.9,25.8
2024-10-09T10:30:00,27.2,26.9,25.8
2024-10-09T11:00:00,27.2,26.8,25.9
2024-10-09T11:30:00,27.2,26.8,26
2024-10-09T12:00:00,27.2,26.8,26.2
2024-10-09T12:30:00,27.1,26.8,26.5
2024-10-09T13:00:00,27.1,26.7,26.8
2024-10-09T13:30:00,27.1,26.8,27.2
2024-10-09T14:00:00,27.1,26.8,27.7
2024-10-09T14:30:00,27.1,26.8,28.1
2024-10-09T15:00:00,27.1,26.9,28.6
2024-10-09T15:30:00,27.1,27,29
2024-10-09T16:00:00,27.1,27.1,29.5
2024-10-09T16:30:00,27.1,27.2,29.9
2024-10-09T17:00:00,27.1,27.3,30.2
2024-10-09T17:30:00,27.2,27.5,30.5
2024-10-09T18:00:00,27.2,27.6,30.6
2024-10-09T18:30:00,27.2,27.7,30.7
2024-10-09T19:00:00,27.3,27.9,30.7
2024-10-09T19:30:00,27.4,28,30.6
2024-10-09T20:00:00,27.4,28.1,30.4
2024-10-09T20:30:00,27.5,28.2,30.2
2024-10-09T21:00:00,27.5,28.3,30
2024-10-09T21:30:00,27.6,28.3,29.7
2024-10-09T22:00:00,27.6,28.4,29.4
2024-10-09T22:30:00,27.7,28.4,29.2
2024-10-09T23:00:00,27.7,28.4,28.9
2024-10-09T23:30:00,27.8,28.4,28.7
2024-10-10T00:00:00,27.8,28.4,28.5
2024-10-10T00:30:00,27.8,28.3,28.3
2024-10-10T01:00:00,27.9,28.3,28
2024-10-10T01:30:00,27.9,28.3,27.9
2024-10-10T02:00:00,27.9,28.2,27.7
2024-10-10T02:30:00,27.9,28.2,27.5
2024-10-10T04:00:00,27.9,28,26.9
2024-10-10T04:30:00,27.9,27.9,26.7
2024-10-10T05:00:00,27.9,27.8,26.5
2024-10-10T05:30:00,27.8,27.8,26.3
2024-10-10T06:00:00,27.8,27.7,26.2
2024-10-10T06:30:00,27.8,27.6,26
2024-10-10T07:00:00,27.8,27.5,25.8
2024-10-10T07:30:00,27.7,27.5,25.7
2024-10-10T08:00:00,27.7,27.4,25.5
2024-10-10T08:30:00,27.7,27.3,25.4
2024-10-10T09:00:00,27.6,27.2,25.3
2024-10-10T09:30:00,27.6,27.1,25.1
2024-10-10T10:00:00,27.5,27.1,25.1
2024-10-10T10:30:00,27.5,27,25.1
2024-10-10T11:00:00,27.5,26.9,25.1
2024-10-10T11:30:00,27.4,26.8,25.3
2024-10-10T12:00:00,27.4,26.8,25.5
2024-10-10T12:30:00,27.3,26.7,25.9
2024-10-10T13:00:00,27.3,26.7,26.3
2024-10-10T13:30:00,27.3,26.7,26.8
2024-10-10T14:00:00,27.2,26.7,27.4
2024-10-10T14:30:00,27.2,26.7,28
2024-10-10T15:00:00,27.2,26.8,28.6
2024-10-10T15:30:00,27.2,26.9,29.1
2024-10-10T16:00:00,27.2,27,29.6
2024-10-10T16:30:00,27.2,27.1,30
2024-10-10T17:00:00,27.2,27.3,30.4
2024-10-10T17:30:00,27.2,27.4,30.7
2024-10-10T18:00:00,27.2,27.5,30.8
2024-10-10T18:30:00,27.3,27.7,30.9
2024-10-10T19:00:00,27.3,27.8,30.8
2024-10-10T19:30:00,27.4,27.9,30.7
2024-10-10T20:00:00,27.4,28.1,30.5
2024-10-10T20:30:00,27.5,28.1,30.3
2024-10-10T21:00:00,27.6,28.2,30
2024-10-10T21:30:00,27.6,28.3,29.7
2024-10-10T22:00:00,27.7,28.3,29.5
2024-10-10T22:30:00,27.7,28.3,29.2
2024-10-10T23:00:00,27.7,28.3,28.9
2024-10-10T23:30:00,27.8,28.3,28.6
2024-10-11T00:00:00,27.8,28.3,28.4
2024-10-11T00:30:00,27.8,28.3,28.1
2024-10-11T01:00:00,27.9,28.2,28
2024-10-11T01:30:00,27.9,28.2,27.8
2024-10-11T02:00:00,27.9,28.1,27.7
2024-10-11T02:30:00,27.9,28.1,27.6
2024-10-11T04:00:00,27.9,27.9,27.3
2024-10-11T04:30:00,27.8,27.9,27.3
2024-10-11T05:00:00,27.8,27.8,27.2
2024-10-11T05:30:00,27.8,27.8,27.1
2024-10-11T06:00:00,27.8,27.7,27
2024-10-11T06:30:00,27.8,27.7,26.8
2024-10-11T07:00:00,27.8,27.7,26.7
2024-10-11T07:30:00,27.8,27.6,26.5
2024-10-11T08:00:00,27.7,27.6,26.4
2024-10-11T08:30:00,27.7,27.5,26.2
2024-10-11T09:00:00,27.7,27.4,26.1
2024-10-11T09:30:00,27.7,27.4,26
2024-10-11T10:00:00,27.6,27.3,25.9
2024-10-11T10:30:00,27.6,27.3,25.9
2024-10-11T11:00:00,27.6,27.2,26
2024-10-11T11:30:00,27.6,27.2,26.1
2024-10-11T12:00:00,27.5,27.1,26.3
2024-10-11T12:30:00,27.5,27.1,26.5
2024-10-11T13:00:00,27.5,27.1,26.8
2024-10-11T13:30:00,27.4,27.1,27.1
2024-10-11T14:00:00,27.4,27.1,27.5
2024-10-11T14:30:00,27.4,27.1,28
2024-10-11T15:00:00,27.4,27.1,28.6
2024-10-11T15:30:00,27.4,27.2,29.1
2024-10-11T16:00:00,27.4,27.3,29.6
2024-10-11T16:30:00,27.4,27.4,30.1
2024-10-11T17:00:00,27.4,27.5,30.5
2024-10-11T17:30:00,27.4,27.7,30.8
2024-10-11T18:00:00,27.5,27.8,30.9
2024-10-11T18:30:00,27.5,27.9,30.9
2024-10-11T19:00:00,27.5,28.1,30.8
2024-10-11T19:30:00,27.6,28.2,30.6
2024-10-11T20:00:00,27.7,28.3,30.3
2024-10-11T20:30:00,27.7,28.4,30
2024-10-11T21:00:00,27.8,28.4,29.7
2024-10-11T21:30:00,27.8,28.5,29.4
2024-10-11T22:00:00,27.9,28.5,29.1
2024-10-11T22:30:00,27.9,28.5,28.8
2024-10-11T23:00:00,27.9,28.4,28.5
2024-10-11T23:30:00,28,28.4,28.2
2024-10-12T00:00:00,28,28.4,27.9
2024-10-12T00:30:00,28,28.3,27.7
2024-10-12T01:00:00,28,28.3,27.4
2024-10-12T01:30:00,28,28.2,27.2
2024-10-12T02:00:00,28,28.1,27
2024-10-12T02:30:00,28,28.1,26.7
2024-10-12T03:00:00,28,28,26.5
2024-10-12T04:00:00,27.9,27.8,26.2
2024-10-12T04:30:00,27.9,27.7,26
2024-10-12T05:00:00,27.9,27.6,25.8
2024-10-12T05:30:00,27.8,27.5,25.6
2024-10-12T06:00:00,27.8,27.4,25.5
2024-10-12T06:30:00,27.8,27.3,25.3
2024-10-12T07:00:00,27.7,27.3,25.1
2024-10-12T07:30:00,27.7,27.2,25
2024-10-12T08:00:00,27.6,27.1,24.9
2024-10-12T08:30:00,27.6,27,24.9
2024-10-12T09:00:00,27.5,26.9,24.8
2024-10-12T09:30:00,27.5,26.8,24.7
2024-10-12T10:00:00,27.4,26.8,24.7
2024-10-12T10:30:00,27.4,26.7,24.7
2024-10-12T11:00:00,27.3,26.6,24.7
2024-10-12T11:30:00,27.3,26.5,24.9
2024-10-12T12:00:00,27.2,26.5,25.1
2024-10-12T12:30:00,27.2,26.4,25.4
2024-10-12T13:00:00,27.1,26.4,25.8
2024-10-12T13:30:00,27.1,26.4,26.3
2024-10-12T14:00:00,27.1,26.4,26.8
2024-10-12T14:30:00,27,26.5,27.4
2024-10-12T15:00:00,27,26.5,28.1
2024-10-12T15:30:00,27,26.6,28.7
2024-10-12T16:00:00,27,26.7,29.2
2024-10-12T16:30:00,27,26.8,29.7
2024-10-12T17:00:00,27,27,30.2
2024-10-12T17:30:00,27,27.1,30.5
2024-10-12T18:00:00,27.1,27.3,30.7
2024-10-12T18:30:00,27.1,27.5,30.6
2024-10-12T19:00:00,27.2,27.6,30.4
2024-10-12T19:30:00,27.2,27.8,30.2
2024-10-12T20:00:00,27.3,27.9,29.9
2024-10-12T20:30:00,27.4,28,29.6
2024-10-12T21:00:00,27.4,28,29.3
2024-10-12T21:30:00,27.5,28.1,28.9
2024-10-12T22:00:00,27.5,28.1,28.6
2024-10-12T22:30:00,27.6,28.1,28.3
2024-10-12T23:00:00,27.6,28.1,28.1
2024-10-12T23:30:00,27.6,28,27.8
2024-10-13T00:00:00,27.7,28,27.5
2024-10-13T00:30:00,27.7,28,27.3
2024-10-13T01:00:00,27.7,27.9,27
2024-10-13T01:30:00,27.7,27.8,26.8
2024-10-13T02:00:00,27.7,27.8,26.6
2024-10-13T02:30:00,27.7,27.7,26.4
2024-10-13T03:00:00,27.7,27.6,26.2
2024-10-13T04:00:00,27.6,27.4,25.8
2024-10-13T04:30:00,27.6,27.4,25.6
2024-10-13T05:00:00,27.6,27.3,25.4
2024-10-13T05:30:00,27.5,27.2,25.3
2024-10-13T06:00:00,27.5,27.1,25.1
2024-10-13T06:30:00,27.5,27,25
2024-10-13T07:00:00,27.4,26.9,24.8
2024-10-13T07:30:00,27.4,26.8,24.7
2024-10-13T08:00:00,27.3,26.8,24.5
2024-10-13T08:30:00,27.3,26.7,24.4
2024-10-13T09:00:00,27.2,26.6,24.3
2024-10-13T09:30:00,27.2,26.5,24.2
2024-10-13T10:00:00,27.1,26.4,24.1
2024-10-13T10:30:00,27.1,26.3,24
2024-10-13T11:00:00,27.1,26.3,24.1
2024-10-13T11:30:00,27,26.2,24.2
2024-10-13T12:00:00,27,26.1,24.5
2024-10-13T12:30:00,26.9,26.1,24.9
2024-10-13T13:00:00,26.9,26,25.3
2024-10-13T13:30:00,26.8,26,25.8
2024-10-13T14:00:00,26.8,26,26.4
2024-10-13T14:30:00,26.7,26.1,27.1
2024-10-13T15:00:00,26.7,26.1,27.8
2024-10-13T15:30:00,26.7,26.2,28.4
2024-10-13T16:00:00,26.7,26.3,29
2024-10-13T16:30:00,26.7,26.5,29.6
2024-10-13T17:00:00,26.7,26.7,30
2024-10-13T17:30:00,26.7,26.8,30.4
2024-10-13T18:00:00,26.8,27,30.5
2024-10-13T18:30:00,26.8,27.2,30.5
2024-10-13T19:00:00,26.9,27.3,30.3
2024-10-13T19:30:00,27,27.5,30
2024-10-13T20:00:00,27,27.6,29.7
2024-10-13T20:30:00,27.1,27.7,29.4
2024-10-13T21:00:00,27.2,27.8,29.1
2024-10-13T21:30:00,27.2,27.8,28.7
2024-10-13T22:00:00,27.3,27.8,28.4
2024-10-13T22:30:00,27.3,27.8,28.1
2024-10-13T23:00:00,27.4,27.8,27.8
2024-10-13T23:30:00,27.4,27.8,27.5
2024-10-14T00:00:00,27.4,27.7,27.2
2024-10-14T00:30:00,27.4,27.7,27
2024-10-14T01:00:00,27.4,27.6,26.7
2024-10-14T01:30:00,27.4,27.6,26.5
2024-10-14T02:00:00,27.4,27.5,26.2
2024-10-14T02:30:00,27.4,27.4,26
2024-10-14T03:00:00,27.4,27.3,25.8
2024-10-14T03:30:00,27.4,27.2,25.6
2024-10-14T04:00:00,27.4,27.2,25.4
2024-10-14T04:30:00,27.3,27.1,25.2
2024-10-14T05:00:00,27.3,27,25
2024-10-14T05:30:00,27.3,26.9,24.8
2024-10-14T06:00:00,27.2,26.8,24.7
2024-10-14T06:30:00,27.2,26.7,24.5
2024-10-14T07:00:00,27.2,26.6,24.3
2024-10-14T07:30:00,27.1,26.5,24.2
2024-10-14T08:00:00,27.1,26.4,24
2024-10-14T08:30:00,27,26.3,23.9
2024-10-14T09:00:00,27,26.2,23.7
2024-10-14T09:30:00,26.9,26.1,23.6
2024-10-14T10:00:00,26.9,26.1,23.5
2024-10-14T10:30:00,26.8,26,23.5
2024-10-14T11:00:00,26.8,25.9,23.5
2024-10-14T11:30:00,26.7,25.8,23.7
2024-10-14T12:00:00,26.7,25.7,23.9
2024-10-14T12:30:00,26.6,25.7,24.3
2024-10-14T13:00:00,26.6,25.6,24.7
2024-10-14T13:30:00,26.5,25.6,25.1
2024-10-14T14:00:00,26.5,25.6,25.7
2024-10-14T14:30:00,26.4,25.6,26.3
2024-10-14T15:00:00,26.4,25.7,27
2024-10-14T15:30:00,26.4,25.8,27.6
2024-10-14T16:00:00,26.4,25.9,28.1
2024-10-14T16:30:00,26.4,26,28.7
2024-10-14T17:00:00,26.4,26.2,29.1
2024-10-14T17:30:00,26.4,26.3,29.4
2024-10-14T18:00:00,26.4,26.5,29.6
2024-10-14T18:30:00,26.5,26.6,29.6
2024-10-14T19:00:00,26.5,26.8,29.4
2024-10-14T19:30:00,26.6,26.9,29.3
2024-10-14T20:00:00,26.6,27,29
2024-10-14T20:30:00,26.7,27.1,28.8
2024-10-14T21:00:00,26.8,27.2,28.5
2024-10-14T21:30:00,26.8,27.3,28.2
2024-10-14T22:00:00,26.9,27.3,27.9
2024-10-14T22:30:00,26.9,27.3,27.7
2024-10-14T23:00:00,26.9,27.3,27.4
2024-10-14T23:30:00,27,27.3,27.2
2024-10-15T00:00:00,27,27.2,26.9
2024-10-15T00:30:00,27,27.2,26.7
2024-10-15T01:00:00,27,27.2,26.4
2024-10-15T01:30:00,27,27.1,26.2
2024-10-15T02:00:00,27,27,26
2024-10-15T03:30:00,27,26.8,25.4
2024-10-15T04:00:00,27,26.8,25.3
2024-10-15T04:30:00,27,26.7,25.1
2024-10-15T05:00:00,26.9,26.6,24.9
2024-10-15T05:30:00,26.9,26.6,24.8
2024-10-15T06:00:00,26.9,26.5,24.6
2024-10-15T06:30:00,26.9,26.4,24.5
2024-10-15T07:00:00,26.8,26.3,24.3
2024-10-15T07:30:00,26.8,26.2,24.2
2024-10-15T08:00:00,26.7,26.2,24.1
2024-10-15T08:30:00,26.7,26.1,23.9
2024-10-15T09:00:00,26.7,26,23.8
2024-10-15T09:30:00,26.6,25.9,23.7
2024-10-15T10:00:00,26.6,25.8,23.6
2024-10-15T10:30:00,26.5,25.8,23.6
2024-10-15T11:00:00,26.5,25.7,23.6
2024-10-15T11:30:00,26.5,25.6,23.8
2024-10-15T12:00:00,26.4,25.6,24
2024-10-15T12:30:00,26.4,25.5,24.3
2024-10-15T13:00:00,26.3,25.5,24.7
2024-10-15T13:30:00,26.3,25.5,25.1
2024-10-15T14:00:00,26.2,25.5,25.7
2024-10-15T14:30:00,26.2,25.5,26.4
2024-10-15T15:00:00,26.2,25.6,27
2024-10-15T15:30:00,26.2,25.7,27.7
2024-10-15T16:00:00,26.2,25.8,28.3
2024-10-15T16:30:00,26.2,25.9,28.9
2024-10-15T17:00:00,26.2,26.1,29.3
2024-10-15T17:30:00,26.2,26.2,29.7
2024-10-15T18:00:00,26.3,26.4,29.9
2024-10-15T18:30:00,26.3,26.6,29.8
2024-10-15T19:00:00,26.4,26.8,29.7
2024-10-15T19:30:00,26.4,26.9,29.4
2024-10-15T20:00:00,26.5,27,29.2
2024-10-15T20:30:00,26.6,27.1,28.9
2024-10-15T21:00:00,26.6,27.2,28.6
2024-10-15T21:30:00,26.7,27.3,28.3
2024-10-15T22:00:00,26.7,27.3,27.9
2024-10-15T22:30:00,26.8,27.3,27.7
2024-10-15T23:00:00,26.8,27.3,27.4
2024-10-15T23:30:00,26.9,27.3,27.1
2024-10-16T00:00:00,26.9,27.2,26.8
2024-10-16T00:30:00,26.9,27.2,26.5
2024-10-16T01:00:00,26.9,27.1,26.3
2024-10-16T01:30:00,26.9,27.1,26.1
2024-10-16T02:00:00,26.9,27,25.8
2024-10-16T02:30:00,26.9,26.9,25.6
2024-10-16T03:30:00,26.9,26.8,25.2
2024-10-16T04:00:00,26.9,26.7,25
2024-10-16T04:30:00,26.9,26.6,24.9
2024-10-16T05:00:00,26.8,26.5,24.7
2024-10-16T05:30:00,26.8,26.4,24.5
2024-10-16T06:00:00,26.8,26.4,24.4
2024-10-16T06:30:00,26.7,26.3,24.2
2024-10-16T07:00:00,26.7,26.2,24.1
2024-10-16T07:30:00,26.7,26.1,23.9
2024-10-16T08:00:00,26.6,26,23.8
2024-10-16T08:30:00,26.6,25.9,23.7
2024-10-16T09:00:00,26.5,25.8,23.5
2024-10-16T09:30:00,26.5,25.8,23.4
2024-10-16T10:00:00,26.4,25.7,23.3
2024-10-16T10:30:00,26.4,25.6,23.3
2024-10-16T11:00:00,26.4,25.5,23.3
2024-10-16T11:30:00,26.3,25.4,23.4
2024-10-16T12:00:00,26.3,25.4,23.6
2024-10-16T12:30:00,26.2,25.3,23.9
2024-10-16T13:00:00,26.2,25.3,24.3
2024-10-16T13:30:00,26.1,25.3,24.7
2024-10-16T14:00:00,26.1,25.3,25.3
2024-10-16T14:30:00,26,25.3,26
2024-10-16T15:00:00,26,25.3,26.7
2024-10-16T15:30:00,26,25.4,27.3
2024-10-16T16:00:00,26,25.5,27.9
2024-10-16T16:30:00,26,25.7,28.4
2024-10-16T17:00:00,26,25.8,28.8
2024-10-16T17:30:00,26,26,29.1
2024-10-16T18:00:00,26.1,26.1,29.3
2024-10-16T18:30:00,26.1,26.3,29.3
2024-10-16T19:00:00,26.2,26.5,29.2
2024-10-16T19:30:00,26.2,26.6,29
2024-10-16T20:00:00,26.3,26.7,28.8
2024-10-16T20:30:00,26.3,26.8,28.6
2024-10-16T21:00:00,26.4,26.9,28.4
2024-10-16T21:30:00,26.5,26.9,28.2
2024-10-16T22:00:00,26.5,27,27.9
2024-10-16T22:30:00,26.6,27,27.7
2024-10-16T23:00:00,26.6,27,27.5
2024-10-16T23:30:00,26.6,27,27.3
2024-10-17T00:00:00,26.7,27,27.1
2024-10-17T00:30:00,26.7,27,27
2024-10-17T01:00:00,26.7,27,26.8
2024-10-17T01:30:00,26.7,26.9,26.6
2024-10-17T02:00:00,26.7,26.9,26.4
2024-10-17T02:30:00,26.7,26.9,26.3
2024-10-17T03:30:00,26.7,26.8,26
2024-10-17T04:00:00,26.7,26.7,25.9
2024-10-17T04:30:00,26.7,26.7,25.7
2024-10-17T05:00:00,26.7,26.6,25.6
2024-10-17T05:30:00,26.7,26.6,25.4
2024-10-17T06:00:00,26.7,26.5,25.3
2024-10-17T06:30:00,26.7,26.5,25.1
2024-10-17T07:00:00,26.7,26.4,25
2024-10-17T07:30:00,26.6,26.3,24.9
2024-10-17T08:00:00,26.6,26.3,24.7
2024-10-17T08:30:00,26.6,26.2,24.6
2024-10-17T09:00:00,26.6,26.1,24.4
2024-10-17T09:30:00,26.5,26.1,24.3
2024-10-17T10:00:00,26.5,26,24.2
2024-10-17T10:30:00,26.5,25.9,24.2
2024-10-17T11:00:00,26.4,25.9,24.2
2024-10-17T11:30:00,26.4,25.8,24.3
2024-10-17T12:00:00,26.4,25.8,24.5
2024-10-17T12:30:00,26.3,25.7,24.8
2024-10-17T13:00:00,26.3,25.7,25.1
2024-10-17T13:30:00,26.3,25.7,25.5
2024-10-17T14:00:00,26.2,25.7,26
2024-10-17T14:30:00,26.2,25.7,26.5
2024-10-17T15:00:00,26.2,25.8,27.1
2024-10-17T15:30:00,26.2,25.8,27.8
2024-10-17T16:00:00,26.2,25.9,28.3
2024-10-17T16:30:00,26.2,26.1,28.7
2024-10-17T17:00:00,26.2,26.2,29.1
2024-10-17T17:30:00,26.2,26.3,29.5
2024-10-17T18:00:00,26.3,26.5,29.6
2024-10-17T18:30:00,26.3,26.7,29.7
2024-10-17T19:00:00,26.4,26.8,29.6
2024-10-17T19:30:00,26.4,26.9,29.6
2024-10-17T20:00:00,26.5,27.1,29.4
2024-10-17T20:30:00,26.6,27.2,29.2
2024-10-17T21:00:00,26.6,27.2,29
2024-10-17T21:30:00,26.7,27.3,28.7
2024-10-17T22:00:00,26.7,27.3,28.4
2024-10-17T22:30:00,26.8,27.4,28.2
2024-10-17T23:00:00,26.8,27.4,28
2024-10-17T23:30:00,26.9,27.4,27.7
2024-10-18T00:00:00,26.9,27.4,27.5
2024-10-18T00:30:00,26.9,27.4,27.3
2024-10-18T01:00:00,27,27.3,27.2
2024-10-18T01:30:00,27,27.3,27
2024-10-18T02:00:00,27,27.2,26.8
2024-10-18T02:30:00,27,27.2,26.6
2024-10-18T03:30:00,27,27.1,26.2
2024-10-18T04:00:00,27,27,26
2024-10-18T04:30:00,27,27,25.8
2024-10-18T05:00:00,27,26.9,25.6
2024-10-18T05:30:00,26.9,26.8,25.5
2024-10-18T06:00:00,26.9,26.8,25.3
2024-10-18T06:30:00,26.9,26.7,25.1
2024-10-18T07:00:00,26.9,26.6,25
2024-10-18T07:30:00,26.8,26.5,24.9
2024-10-18T08:00:00,26.8,26.5,24.8
2024-10-18T08:30:00,26.8,26.4,24.7
2024-10-18T09:00:00,26.8,26.3,24.7
2024-10-18T09:30:00,26.7,26.3,24.6
2024-10-18T10:00:00,26.7,26.2,24.6
2024-10-18T10:30:00,26.6,26.1,24.7
2024-10-18T11:00:00,26.6,26.1,24.8
2024-10-18T11:30:00,26.6,26,24.9
2024-10-18T12:00:00,26.5,26,25.1
2024-10-18T12:30:00,26.5,26,25.3
2024-10-18T13:00:00,26.5,25.9,25.6
2024-10-18T13:30:00,26.4,25.9,25.9
2024-10-18T14:00:00,26.4,25.9,26.3
2024-10-18T14:30:00,26.4,26,26.7
2024-10-18T15:00:00,26.4,26,27.1
2024-10-18T15:30:00,26.4,26.1,27.6
2024-10-18T16:00:00,26.4,26.2,28
2024-10-18T16:30:00,26.4,26.2,28.3
2024-10-18T17:00:00,26.4,26.3,28.6
2024-10-18T17:30:00,26.4,26.4,28.8
2024-10-18T18:00:00,26.4,26.6,28.8
2024-10-18T18:30:00,26.5,26.7,28.7
2024-10-18T19:00:00,26.5,26.8,28.5
2024-10-18T19:30:00,26.5,26.9,28.3
2024-10-18T20:00:00,26.6,26.9,28.1
2024-10-18T20:30:00,26.6,27,27.9
2024-10-18T21:00:00,26.7,27,27.6
2024-10-18T21:30:00,26.7,27,27.4
2024-10-18T22:00:00,26.7,27,27.1
2024-10-18T22:30:00,26.8,27,26.9
2024-10-18T23:00:00,26.8,27,26.7
2024-10-18T23:30:00,26.8,27,26.5
2024-10-19T00:00:00,26.8,26.9,26.3
2024-10-19T00:30:00,26.8,26.9,26.1
2024-10-19T01:00:00,26.8,26.8,25.9
2024-10-19T01:30:00,26.8,26.8,25.7
2024-10-19T02:00:00,26.8,26.7,25.5
2024-10-19T02:30:00,26.8,26.7,25.4
2024-10-19T03:30:00,26.8,26.6,25.1
2024-10-19T04:00:00,26.7,26.5,24.9
2024-10-19T04:30:00,26.7,26.4,24.8
2024-10-19T05:00:00,26.7,26.3,24.7
2024-10-19T05:30:00,26.7,26.3,24.6
2024-10-19T06:00:00,26.6,26.2,24.5
2024-10-19T06:30:00,26.6,26.1,24.4
2024-10-19T07:00:00,26.6,26.1,24.4
2024-10-19T07:30:00,26.5,26,24.3
2024-10-19T08:00:00,26.5,25.9,24.2
2024-10-19T08:30:00,26.5,25.9,24.1
