Timestamp,Noureddine_Rojbani_TS01_solar_radiation,Noureddine_Rojbani_TS01_wind_direction,Noureddine_Rojbani_TS01_temperature,Noureddine_Rojbani_TS01_wind_speed,Noureddine_Rojbani_TS027_water_flow,Noureddine_Rojbani_TS02_cumulative_rainfall,Noureddine_Rojbani_TS02_rain_intensity,Noureddine_Rojbani_TS04_soil_moisture_20cm,Noureddine_Rojbani_TS01_air_humidity,Noureddine_Rojbani_TS05_soil_moisture_30cm,Noureddine_Rojbani_TS03_soil_moisture_10cm
2024-08-08T06:00:00,1,338.8,21.3,0.2,19481,135.4,0,518.5,90.6,512.9,494.7
2024-08-08T06:30:00,1,23.7,20.9,0.16,19486,135.4,0,518.4,91.8,512.8,494.6
2024-08-08T07:00:00,0,329.4,21,0.32,19492,135.4,0,518.3,91.6,512.9,494.5
2024-08-08T07:30:00,2,23.8,20.8,0.11,19497,135.4,0,518.2,92.3,512.9,494.4
2024-08-08T08:00:00,22,95.4,20.8,0.05,19503,135.4,0,518.1,93.2,512.9,494.3
2024-08-08T08:30:00,81,203.8,22,0.1,19508,135.4,0,518,94.3,513,494.2
2024-08-08T09:00:00,112,316.8,23,0.28,19514,135.4,0,518,93.9,513,494.2
2024-08-08T09:30:00,169,317.1,24.6,0.28,19519,135.4,0,518.2,87.3,513,494.2
2024-08-08T10:00:00,213,38.8,26.1,0.86,19525,135.4,0,518.1,76.1,513.1,494.4
2024-08-08T10:30:00,398,180.5,27.7,0.28,19530,135.4,0,518,68.3,513.2,494.5
2024-08-08T11:00:00,627,234.7,28.8,0.11,19536,135.4,0,518.1,64.7,513.4,494.8
2024-08-08T11:30:00,709,303.3,29.9,0.91,19541,135.4,0,518.1,60.2,513.4,495
2024-08-08T12:00:00,785,58.5,30.6,0.59,19546,135.4,0,518.2,57.3,513.3,495.2
