Timestamp,Noureddine_Rojbani_TS01_wind_speed,Noureddine_Rojbani_TS01_wind_direction,Noureddine_Rojbani_TS01_temperature,Noureddine_Rojbani_TS01_air_humidity,Noureddine_Rojbani_TS01_solar_radiation
2024-10-22T12:00:00,2.89,327.1,20.4,87,210
2024-10-22T12:30:00,0.62,343.3,20.7,87.6,88
2024-10-22T13:00:00,0.16,23.5,21.3,88.5,251
2024-10-22T13:30:00,0.53,349.9,21.8,88,196
2024-10-22T14:00:00,0.98,323.2,21.9,87.3,160
2024-10-22T14:30:00,0.68,306.3,22.3,87.5,233
2024-10-22T15:00:00,0.48,326.2,22.8,87,251
2024-10-22T15:30:00,0.59,349.1,23.2,80.2,137
2024-10-22T16:00:00,0.62,93.3,22.7,84.2,174
2024-10-22T16:30:00,2.02,34.1,23.2,80.8,192
2024-10-22T17:00:00,1.32,304.9,23.3,73.9,177
2024-10-22T17:30:00,0.84,335,23.9,66.6,436
2024-10-22T18:00:00,1.34,293.8,23.7,67.9,77
2024-10-22T18:30:00,0.47,74.9,22.8,67.1,78
2024-10-22T19:00:00,0.48,81.3,22.2,74.4,27
2024-10-22T19:30:00,0.16,203.7,21.8,78.9,2
2024-10-22T20:00:00,0.15,312.1,21.1,82.2,0
2024-10-22T20:30:00,0.16,338.6,20.5,84,0
2024-10-22T21:00:00,0.62,338.5,20.1,87.5,0
2024-10-22T21:30:00,0.39,1.8,19.9,89.2,0
2024-10-22T22:00:00,0.94,258,19.8,89.6,0
2024-10-22T22:30:00,0.3,217.6,19.6,90.3,0
2024-10-22T23:00:00,0.42,308.9,19.7,91.9,0
2024-10-22T23:30:00,0.3,248.7,19.9,92,0
2024-10-23T00:00:00,0.15,352.5,19.7,93.1,1
2024-10-23T00:30:00,0.21,293.7,20,94,0
2024-10-23T01:00:00,0.43,324.6,20.4,94.2,0
2024-10-23T01:30:00,0.23,312.2,20.3,94.4,0
2024-10-23T02:00:00,0.76,310.4,20.5,95.1,0
2024-10-23T02:30:00,0.3,217.7,20.3,95.4,0
2024-10-23T04:00:00,0.16,185.2,20,97.2,0
2024-10-23T04:30:00,0.77,113.8,20.3,97.8,0
2024-10-23T05:00:00,0.11,312.1,20.1,97.4,0
2024-10-23T05:30:00,0.23,185.2,19.9,97.2,0
2024-10-23T06:00:00,0.58,169,19.9,97.1,0
2024-10-23T06:30:00,0.21,352.6,19.8,96.6,0
2024-10-23T07:00:00,0.55,180.5,19.8,95.1,0
2024-10-23T07:30:00,0.27,136.9,19.8,92.3,0
2024-10-23T08:00:00,0.25,248.7,19.5,91.9,0
2024-10-23T08:30:00,0.26,170,19.3,92.4,3
2024-10-23T09:00:00,0.44,179,19.4,92.6,34
2024-10-23T09:30:00,0,195.4,20,90.7,74
2024-10-23T10:00:00,1.02,170.5,21,85.3,197
2024-10-23T10:30:00,0.83,196.3,22.2,78.2,281
2024-10-23T11:00:00,0.31,68.7,23.4,74,377
2024-10-23T11:30:00,1.08,104,24.2,71.5,464
2024-10-23T12:00:00,0.97,8.1,25.6,64.9,644
2024-10-23T12:30:00,0.43,234.6,26.8,58.5,750
2024-10-23T13:00:00,1.54,136.6,28.1,58.1,852
2024-10-23T13:30:00,0.47,62.4,27.8,56.2,328
2024-10-23T14:00:00,0.63,73.4,28.4,59.5,764
2024-10-23T14:30:00,1.43,127.2,27.3,65.5,811
2024-10-23T15:00:00,0.27,170,28.4,59.7,739
2024-10-23T15:30:00,0.5,177,27.5,61.9,608
2024-10-23T16:00:00,0.64,23.5,27.1,62.1,463
2024-10-23T16:30:00,0.71,302.4,27.2,55.5,444
2024-10-23T17:00:00,0.98,277.8,27.3,58.7,370
2024-10-23T17:30:00,0.37,150.2,26.4,61.8,273
2024-10-23T18:00:00,2.41,37.9,25.8,60.4,188
2024-10-23T18:30:00,1.62,55.4,24.9,67.8,106
2024-10-23T19:00:00,0.7,42.1,24.2,72.3,39
2024-10-23T19:30:00,0.72,17.9,23.4,77.8,6
2024-10-23T20:00:00,0.75,12.4,22.9,81.8,0
2024-10-23T20:30:00,0.77,15.6,22.6,84.8,0
2024-10-23T21:00:00,1.23,46.4,22.5,86,1
2024-10-23T21:30:00,0.25,285.6,22.6,87.2,0
2024-10-23T22:00:00,0.58,30.7,22.5,87.6,0
2024-10-23T22:30:00,0.25,68.7,22.5,87.7,0
2024-10-23T23:00:00,0.72,68.7,22.5,88.4,0
2024-10-23T23:30:00,0.21,338.7,22.3,88.9,0
2024-10-24T00:00:00,0.1,237.3,22.3,89.3,0
2024-10-24T00:30:00,0.23,42,22.2,89.8,0
2024-10-24T01:00:00,0.23,132.1,22.1,90.5,0
2024-10-24T01:30:00,0.5,224.7,21.6,91.8,0
2024-10-24T02:00:00,0.33,320.3,21.2,93.1,0
2024-10-24T02:30:00,0.15,23.6,20.9,94,0
2024-10-24T03:00:00,0.16,95.3,20.8,94.6,0
2024-10-24T04:00:00,0.58,148.4,20,94.8,0
2024-10-24T04:30:00,0.3,189.6,19.5,93,0
2024-10-24T05:00:00,0.16,132.1,19.1,91.8,0
2024-10-24T05:30:00,0.27,180.4,18.8,91.6,0
2024-10-24T06:00:00,0.26,169.9,18.5,91.3,0
2024-10-24T06:30:00,0.63,168.1,18.4,91.4,0
2024-10-24T07:00:00,0.21,172.8,18.2,91.3,0
2024-10-24T07:30:00,0.13,68.6,17.8,91.9,1
2024-10-24T08:00:00,0.16,324.7,17.6,92.9,0
2024-10-24T08:30:00,0.2,203.6,17.6,94.5,5
