"x"
78.7
81.65
84.6
87.55
90.5
93.45
96.4
96.2
96
95.8
95.6
95.4
95.2
95.7
96.2
96.7
97.2
97.7
98.2
96.95
95.7
94.45
93.2
91.95
90.7
88.4666666666667
86.2333333333333
84
81.7666666666667
79.5333333333333
77.3
79.7833333333333
82.2666666666667
84.75
87.2333333333333
89.7166666666667
92.2
92.7833333333333
93.3666666666667
93.95
94.5333333333333
95.1166666666667
95.7
91.6333333333333
87.5666666666667
83.5
79.4333333333333
75.3666666666667
71.3
70.5833333333333
69.8666666666667
69.15
68.4333333333333
67.7166666666667
67
70.75
74.5
78.25
82
85.75
89.5
90.05
90.6
91.15
91.7
92.25
92.8
89.7833333333333
86.7666666666667
83.75
80.7333333333333
77.7166666666667
74.7
71.7333333333333
68.7666666666667
65.8
62.8333333333333
59.8666666666667
56.9
62.1666666666667
67.4333333333333
72.7
77.9666666666667
83.2333333333333
88.5
89.8666666666667
91.2333333333333
92.6
93.9666666666667
95.3333333333333
96.7
92.6666666666667
88.6333333333333
84.6
80.5666666666667
76.5333333333333
72.5
69.2
65.9
62.6
59.3
56
52.7
58.4166666666667
64.1333333333333
69.85
75.5666666666667
81.2833333333333
87
84.8
82.6
80.4
78.2
76
73.8
69.7833333333333
65.7666666666667
61.75
57.7333333333333
53.7166666666667
49.7
47.45
45.2
42.95
40.7
38.45
36.2
42.3166666666667
48.4333333333333
54.55
60.6666666666667
66.7833333333333
72.9
73.6666666666667
74.4333333333333
75.2
75.9666666666667
76.7333333333333
77.5
72.6142857142857
67.7285714285714
62.8428571428571
57.9571428571429
53.0714285714286
48.1857142857143
43.3
41.25
39.2
37.15
35.1
33.05
31
38.9166666666667
46.8333333333333
54.75
62.6666666666667
70.5833333333333
78.5
79.75
81
82.25
83.5
84.75
86
79.6666666666667
73.3333333333333
67
60.6666666666667
