"Date","hurs","pr","tasmax","tasmin","SW_rad","wind"
"2018-01-01",78.8632965087891,2.62716746330261,12.6328859329224,9.99278736114502,83.8606481481481,6.37901851607116
"2018-01-02",73.6220016479492,1.55655872821808,12.3502283096313,10.2518892288208,97.2411342592593,7.97865015432973
"2018-01-03",86.3461837768555,0.0987085998058319,15.4614229202271,11.5650691986084,84.6415162037037,5.23832834034689
"2018-01-04",82.3334655761719,0.0227789077907801,17.0474452972412,11.724063873291,98.3178009259259,5.04048464164058
"2018-01-05",92.4355621337891,0.136673450469971,15.6066770553589,9.74938774108887,100.181574074074,2.0123823910141
"2018-01-06",76.8275680541992,0.00759296957403421,18.2114448547363,7.356614112854,100.511550925926,3.49896607675362
"2018-01-07",67.7523574829102,0,17.3909530639648,9.91034507751465,82.5952546296296,5.72362185231358
"2018-01-08",73.1431655883789,1.23765397071838,17.343843460083,8.83271408081055,80.1546875,3.60182114633431
"2018-01-09",76.6723709106445,0.113894544541836,13.7301464080811,6.87766647338867,102.585520833333,0.478902406839283
"2018-01-10",85.2972259521484,7.56259775161743,12.8095464706421,5.6960015296936,69.8434953703704,1.82418017937115
"2018-01-11",92.2212371826172,13.9255056381226,11.1685628890991,5.08553981781006,65.4968287037037,1.69898844671081
"2018-01-12",87.8910598754883,1.67045331001282,11.3884077072144,4.90299034118652,53.5591898148148,3.23605256863971
"2018-01-13",85.4322052001953,0.0683367252349854,12.2422685623169,3.54270172119141,100.160185185185,0.333718229366376
"2018-01-14",87.0387878417969,1.16172432899475,12.4660396575928,4.72829246520996,82.0906828703704,1.70475151654271
"2018-01-15",86.7540893554688,0.933935225009918,12.6544780731201,4.00398302078247,93.9867708333333,0.956129275240854
"2018-01-16",80.8450546264648,0.979493081569672,13.6182613372803,8.89748954772949,77.2253877314815,6.29046120521128
"2018-01-17",72.0717544555664,0.949121177196503,13.6457414627075,9.39999103546143,94.6394560185185,6.88719461002036
"2018-01-18",74.238639831543,0.0151859391480684,12.6584033966064,8.00829601287842,115.595324074074,4.24135233729846
"2018-01-19",83.7825469970703,0.0379648469388485,12.8939514160156,7.56271839141846,57.0185474537037,3.83126070371031
"2018-01-20",74.6860580444336,0.417613327503204,12.4994087219238,9.49224758148193,117.922916666667,5.62815446345879
"2018-01-21",77.5289459228516,0.842819631099701,14.9608840942383,12.3050813674927,105.325023148148,8.10728753240471
"2018-01-22",80.3193435668945,0.189824238419533,14.7920742034912,12.1068286895752,106.581782407407,7.38249949919422
"2018-01-23",84.2531661987305,0.113894544541836,15.1512851715088,9.71798133850098,111.139722222222,4.22406100851324
"2018-01-24",82.2143020629883,0,15.9874801635742,6.27505683898926,97.8254861111111,2.39680015020619
"2018-01-25",73.6318893432617,0,15.5870485305786,6.89925861358643,128.844479166667,3.80172109351254
"2018-01-26",81.1418228149414,0.0531507842242718,17.0395927429199,7.30754137039185,119.08025462963,1.86671086215892
"2018-01-27",81.3156585693359,0.0455578155815601,16.7392692565918,7.53720045089722,111.967777777778,2.02115637957
"2018-01-28",76.6062850952148,0,16.0208492279053,7.69619560241699,124.360381944444,1.68199673202756
"2018-01-29",78.4234237670898,0,14.7253360748291,5.38390064239502,124.197546296296,0.361545474862817
"2018-01-30",73.2503128051758,0,13.1746454238892,4.77932786941528,129.619351851852,0.321788196924336
"2018-01-31",84.1296005249023,0.0455578155815601,13.1982002258301,3.50933241844177,129.385949074074,0.366897914412605
"2018-02-01",82.0827560424805,1.85268449783325,13.9696197509766,3.45829701423645,108.544548611111,2.02067067066852
"2018-02-02",85.8852386474609,17.5093879699707,16.2721004486084,8.6815710067749,117.397905092593,3.52204774165077
"2018-02-03",76.4033279418945,7.20572805404663,10.0359706878662,5.94332695007324,119.64650462963,6.4563809817927
"2018-02-04",80.6699371337891,1.32117664813995,11.3157806396484,5.20331382751465,97.1340509259259,1.22823082209895
"2018-02-05",77.9147109985352,0.994678974151611,13.1255731582642,5.23472023010254,109.991944444444,4.45850116007487
"2018-02-06",78.0635070800781,1.52618682384491,13.8969926834106,6.43601417541504,131.709826388889,0.718747869187746
"2018-02-07",85.3436508178711,3.014408826828,10.6896162033081,5.68029832839966,99.5632638888889,2.75600896520103
"2018-02-08",73.5148696899414,0.151859387755394,10.7916870117188,5.54485845565796,115.451435185185,1.4895084493346
"2018-02-09",79.6479721069336,0.227789089083672,11.7966909408569,3.48970341682434,130.577268518519,0.193659195381974
"2018-02-10",79.7415313720703,0.759296953678131,10.1792621612549,3.38370680809021,122.981979166667,3.40058411074112
"2018-02-11",74.2235641479492,1.32876968383789,9.86127281188965,4.6890344619751,126.841134259259,4.24639433926389
"2018-02-12",71.610466003418,2.16399621963501,12.5524072647095,7.51953458786011,89.9261979166667,4.21916321097609
"2018-02-13",64.7988586425781,2.38419246673584,8.79738140106201,6.53612232208252,131.247013888889,6.36856059617304
