"x"
0.5
0.285
1.305
0.285
1.075
0.595
0.79
0.79
0.81
0.595
0.495
0.555
0.255
0.245
0.23
0.29
0.55
0.21
0.21
0.265
0.355
0.235
0.16
0.455
0.52
0.51
0.215
0.46
0.625
1.22
0.73
0.74
0.385
0.37
1.73
0.59
0.74
0.115
0.105
0.185
0.37
0.16
0.365
0.21
0.21
0.09
0.24
0.58
0.535
0.21
0.895
0.515
0.35
1.25
1.055
0.565
0.66
0.775
0.46
0.28
0.155
0.23
0.125
0.21
0.325
0.1
0.19
0.08
0.815
1.81
0.285
1.035
1.965
0.7
1.02
1.62
2.525
1.15
1.775
1.505
1.715
1.715
0.45
0.07
0.145
0.21
0.525
0.075
0.87
0.26
0.525
0.545
0.5
0.515
0.255
0.415
0.91
0.72
0.545
0.85
1.01
1.465
0.275
0.745
0.69
0.56
0.32
0.145
0.19
0.32
0.215
0.645
0.655
0.75
0.565
0.59
0.98
0.34
0.44
0.255
0.475
0.72
0.935
1.115
0.75
0.915
0.415
0.265
1.13
0.525
0.235
0.11
0.26
0.18
0.08
0.305
0.19
0.38
0.45
0.085
0.16
0.345
0.38
0.115
0.43
0.635
0.245
0.305
0.8
0.74
0.405
1.155
0.69
0.16
0.71
0.25
0.875
0.47
0.16
1.13
0.215
0.42
0.21
0.71
0.43
0.52
2.84
1.75
0.755
