"x"
305
471
634.5
715.5
722
660.5
545.5
380
198.5
34
0
0
0
0
0
0
0
0
0.5
1
1
0.5
4.5
78.5
284
480
630
717
522
587.5
389.5
446
73
49.5
0
0
0
0
0
1
0.5
0
0
0
0
0.5
3.5
86
307.5
308.5
263
699.5
614.5
490.5
444
146.5
186.5
49.5
0
0
0.5
0
0
0
0
0
0.5
0
0
0
2.5
53
246
463.5
531
385.5
772.5
264.5
439
132.5
71
34
0
0
0
0
0
0
0.5
1
1.5
0
0
0
1.5
43.5
380.5
355.5
475.5
199.5
762
677
565
373
188.5
18.5
0
0.5
0
0
0.5
1
0
1
0
1.5
0
0
3.5
61.5
324
432
618.5
565.5
747
567
515.5
189
106.5
14
0
0
0
0
1
0
0
1
0.5
0.5
0.5
1
2.5
58
147
249
49.5
17
121
51.5
80
70
48
8.5
0
0
0
0
0
0
0
0
0
0.5
0
0
0.5
21
44.5
