"x"
85.3
67.9
57
51.95
47.95
42.9
39.8
41.8
41.4
51.1
63.35
76.75
85.15
88.15
89.95
90.65
91.5
92.4
93.75
95
96.1
96.85
97.15
97.85
96.8
70.3
51
37.65
31.4
29.85
26.45
24
26.75
30.75
49.7
57.45
65.15
71.1
74.8
73.8
68.85
64.4
69.85
77.8
80.7
83.85
82.55
76
53.55
32.8
25.2
22.3
19.1
17.7
18.95
19.45
23.4
43
51.3
55.65
57.95
57.55
61.2
65
66.45
70.9
72.65
78.55
88.5
88.6
89.6
88.4
81.8
73
67.15
61.9
54.05
54.7
53.5
60.8
65.05
66.85
69.7
74.3
77.05
80.15
82.5
84.9
83.9
84.6
83.75
81.1
81.85
78.65
77.65
76.45
65.95
59.3
56.75
57.15
48.9
47.55
46.35
46.9
46.9
48.5
54.15
61.8
63.7
64.05
67.8
59.1
64.9
68.9
68.55
69.8
66.55
71.3
73.4
67.15
60.65
54.7
52.8
46.3
42.25
42.35
42.5
44.1
45.7
50.95
54.55
57.3
58.3
61.9
64.6
65.5
69.4
76.1
77.55
82.5
78.9
79.8
79.6
80.85
73.1
65.5
66.1
91.9
94.75
95.8
96.75
97.35
97.65
96.5
94.25
95.05
94.45
94.2
94.6
95.85
96.8
97.5
98.05
98.85
99.5
99.25
96.05
96.2
94.7
