"x"
66.9
64.45
69.45
53
41.9
39.1
38.7
34.15
31.65
29.9
27.6
28.7
29.85
32.2
34.45
32
27.15
27.45
28.2
38.4
38.3
67.9
78.65
81.9
79.55
78.15
76.4
72.25
64.9
58.05
54.5
50.85
49.15
43.1
49.8
57.6
67.1
74.45
78.4
80.7
82.95
83.6
88.05
92.45
91.7
89.3
78.2
68.95
67.5
60.45
39.25
12.55
11.9
12
11.4
10.1
11.15
12
13.65
15.45
20
24.8
47.2
85.45
87.1
79.7
82.5
83.5
85.7
89.35
90.2
88
71.9
66.5
61.65
56.25
53.5
51.45
49.45
49.8
52.85
58.55
60.85
60.85
66.4
74.35
75.45
79.25
80.8
85
87.2
87.8
90.7
89.9
86.3
84.55
70.85
59.65
52.95
47.2
42.75
40.85
37.7
41.75
44
49.25
57.45
64.1
71.3
72.7
79.2
80.35
83.15
84.1
88.55
90.35
92.25
93.35
94.35
91.95
75.65
61.2
53.5
47.1
42.3
39.9
36.45
34.35
39
46.1
56.7
64.05
70.9
73.95
77.4
78.75
84.7
84.7
86.35
87.5
91.5
92.75
93.6
92.4
79.6
67.45
50.5
33.8
29.6
22.85
23.15
22.6
23.8
45.25
56.35
69.05
77.85
82.35
84.35
86.9
88.1
91.2
91.75
92.85
94.35
94.9
95.25
95.15
