date,hurs_CMCC-CM2-SR5,hurs_CNRM-ESM2-1,hurs_EC-Earth3-Veg,hurs_IPSL-CM6A-LR,hurs_MIROC6,hurs_MPI-ESM1-2-HR,hurs_NorESM2-MM,hurs_UKESM1-0-LL,pr_CESM2,pr_CMCC-CM2-SR5,pr_CNRM-ESM2-1,pr_EC-Earth3-Veg,pr_IPSL-CM6A-LR,pr_MIROC6,pr_MPI-ESM1-2-HR,pr_NorESM2-MM,pr_UKESM1-0-LL,tasmax_CNRM-ESM2-1,tasmax_EC-Earth3-Veg,tasmax_IPSL-CM6A-LR,tasmax_MIROC6,tasmax_MPI-ESM1-2-HR,tasmax_NorESM2-MM,tasmax_UKESM1-0-LL,tasmin_CNRM-ESM2-1,tasmin_EC-Earth3-Veg,tasmin_IPSL-CM6A-LR,tasmin_MIROC6,tasmin_MPI-ESM1-2-HR,tasmin_NorESM2-MM,tasmin_UKESM1-0-LL
1999-09-18,55.1724,50.3811,58.2407,58.4074,52.1904,66.7793,50.5959,55.0794,0.201985,0.0151859,-2.77556e-14,0.0531508,-2.77556e-14,0.0151859,0.0379648,-2.77556e-14,0.462787,33.9806,33.4506,31.3224,35.8963,30.0537,32.5482,33.4535,20.5691,21.0356,19.0323,22.9795,20.0463,20.804,21.4557
1999-09-19,56.7167,49.1397,57.6951,57.4922,45.7864,57.6005,50.4192,61.2422,0.219685,0.0227789,-2.77556e-14,0.0824503,-2.77556e-14,0.0531508,0.0521074,-2.77556e-14,0.470084,34.7104,32.7402,29.5026,37.4379,31.5067,31.7692,31.4501,21.1339,20.4545,19.0562,23.6112,19.3198,21.6569,21.7319
1999-09-20,57.5801,54.3746,42.576,50.2551,42.674,45.7792,52.419,53.9412,1.54528,0.0690716,-2.77556e-14,-2.77556e-14,-2.77556e-14,0.0151859,-2.77556e-14,0.0531508,-2.77556e-14,34.2148,36.6555,27.3634,38.8957,33.2176,31.6626,32.1389,20.846,21.0745,18.5586,23.6506,21.1293,21.0945,21.1149
1999-09-21,56.788,57.4073,25.3796,46.0045,57.9858,46.1523,50.5984,50.608,0.111423,0.0303719,-2.77556e-14,-2.77556e-14,-2.77556e-14,0.379102,-2.77556e-14,0.0151859,-2.77556e-14,33.803,38.6687,26.7626,32.3351,30.7485,31.9422,33.2182,20.7392,20.3742,18.1935,22.1902,20.8157,20.5287,21.2056
1999-09-22,55.8833,59.2594,31.6246,43.2288,64.7779,46.7581,49.7016,55.1368,-2.77556e-14,0.0505047,0.00759297,-2.77556e-14,-2.77556e-14,0.157248,-2.77556e-14,-2.77556e-14,0.00759297,33.1566,37.2343,27.9555,31.0626,29.4346,31.5159,31.65,20.7171,21.7109,16.815,21.0099,19.3578,19.9687,21.1732
1999-09-23,54.1251,58.5556,57.2934,41.5637,62.2539,44.1696,48.2943,55.1575,-2.77556e-14,0.105058,0.0227789,0.0151859,-2.77556e-14,-2.77556e-14,-2.77556e-14,-2.77556e-14,0.00249846,32.9599,33.1843,30.9001,31.1544,31.2881,31.7196,31.9395,20.4064,21.0221,17.4306,20.0011,18.5547,19.2196,19.6524
1999-09-24,55.1059,56.2453,54.9891,43.3429,60.0828,44.9749,48.4985,55.7803,-2.77556e-14,0.187757,-2.77556e-14,0.00759297,-2.77556e-14,-2.77556e-14,-2.77556e-14,0.00759297,-2.77556e-14,33.3601,32.535,32.2453,31.0328,31.7303,31.2946,33.6468,20.1345,19.7583,18.8093,19.2743,18.8823,19.4933,21.2385
1999-09-25,55.7069,57.0077,55.0475,43.4794,57.405,40.9007,48.1057,52.9066,-2.77556e-14,0.0837463,-2.77556e-14,-2.77556e-14,-2.77556e-14,-2.77556e-14,-2.77556e-14,-2.77556e-14,-2.77556e-14,32.5918,33.479,33.08,31.6364,33.1391,31.7215,37.0542,20.0635,19.8736,19.6119,18.8867,20.5363,19.375,21.9107
1999-09-26,49.6195,53.3776,53.8465,45.6469,57.3463,41.0075,48.9574,36.8311,-2.77556e-14,-2.77556e-14,0.00759297,-2.77556e-14,-2.77556e-14,0.0111449,-2.77556e-14,0.00759297,0.0151859,34.3428,34.9846,33.5914,31.2712,34.8012,33.3084,41.4579,19.7038,21.4414,19.8179,19.8553,20.7826,19.9016,24.2051
1999-09-27,44.2828,46.1472,52.5364,47.6831,59.8997,50.7226,47.9473,38.7556,-2.77556e-14,0.00759297,-2.77556e-14,-2.77556e-14,-2.77556e-14,0.00759297,0.0540078,-2.77556e-14,-2.77556e-14,36.0654,32.6261,33.1675,31.1408,33.9782,33.3484,41.2662,20.7169,21.7138,19.5459,19.7264,21.1864,20.3929,23.4489
1999-09-28,59.0902,42.8542,52.8868,53.3556,60.2072,55.5884,52.3454,40.1421,-2.77556e-14,0.187962,-2.77556e-14,0.000866558,-2.77556e-14,0.00759297,0.170244,-2.77556e-14,-2.77556e-14,37.066,30.7354,32.0028,30.8806,31.8965,32.2968,39.1222,21.5532,19.788,18.7363,18.9674,20.6138,19.7475,22.6224
1999-09-29,67.0359,53.3717,50.4691,48.9544,62.7885,50.216,53.6073,50.5085,0.500152,0.0227789,-2.77556e-14,-2.77556e-14,-2.77556e-14,0.246053,-2.77556e-14,0.0473767,-2.77556e-14,33.1342,32.6202,31.1746,30.4604,29.8892,30.3993,37.5315,20.5514,18.9036,17.7365,19.1985,19.1759,19.0923,21.0943
1999-09-30,62.4931,49.3446,52.8226,50.5474,62.4398,46.4323,45.4312,43.1525,0.0379648,0.0387224,0.0262797,-2.77556e-14,-2.77556e-14,0.0151859,-2.77556e-14,-2.77556e-14,-2.77556e-14,32.5197,33.2051,30.6415,30.1393,30.3776,29.3497,36.8321,19.4876,19.8966,18.4059,18.431,18.1999,17.0227,21.3265
1999-10-01,61.0087,28.7581,52.6304,59.3744,56.1772,45.5172,41.9387,33.2235,0.00759297,0.0151859,-2.77556e-14,-2.77556e-14,0.0714762,-2.77556e-14,-2.77556e-14,-2.77556e-14,-2.77556e-14,35.6586,34.6466,29.2264,31.292,33.5627,30.2122,36.9416,20.083,20.347,18.8484,19.6067,18.5257,18.4356,20.517
1999-10-02,58.9427,19.539,53.7211,52.9674,52.7696,54.4052,41.5879,44.646,-2.77556e-14,0.0740814,-2.77556e-14,-2.77556e-14,-2.77556e-14,0.00759297,-2.77556e-14,-2.77556e-14,-2.77556e-14,36.9029,33.0608,27.9379,32.3417,34.259,31.5342,35.8617,20.0859,20.5251,18.2593,19.5572,19.5956,18.9968,20.2165
1999-10-03,51.6569,17.8584,53.2954,39.2045,49.1718,64.1014,33.9995,49.8189,0.0794055,-2.77556e-14,-2.77556e-14,-2.77556e-14,-2.77556e-14,-2.77556e-14,0.0949552,-2.77556e-14,-2.77556e-14,38.6448,32.8619,27.57,33.6632,31.2311,33.1552,33.8187,21.4068,20.1443,17.676,20.1609,19.9321,19.2659,19.2687
1999-10-04,52.5753,18.8375,53.637,26.3451,41.4035,61.6512,38.1574,49.9571,-2.77556e-14,-2.77556e-14,-2.77556e-14,-2.77556e-14,-2.77556e-14,0.4375,-2.77556e-14,-2.77556e-14,-2.77556e-14,37.1407,33.7064,28.158,36.9124,30.5588,33.6648,31.5685,21.3753,21.0709,18.0257,22.6254,18.2293,19.0589,19.2954
1999-10-05,54.349,23.6715,60.7076,28.751,41.53,61.5739,43.5185,48.1655,-2.77556e-14,-2.77556e-14,-2.77556e-14,0.00759297,-2.77556e-14,0.00759297,-2.77556e-14,-2.77556e-14,0.00759297,36.452,33.7477,29.3329,35.6061,29.871,33.0006,33.737,24.5793,21.2027,18.1199,23.7243,18.9163,19.5844,20.3465
1999-10-06,48.0298,23.6932,65.342,52.4135,40.6418,64.4749,49.0677,56.4523,-2.77556e-14,-2.77556e-14,-2.77556e-14,0.0227789,-2.77556e-14,0.0151859,0.00759297,-2.77556e-14,0.0151859,37.615,32.1304,27.7063,36.4635,28.9462,31.6957,31.8077,24.8052,21.2399,18.0041,22.4775,17.9715,19.6532,21.8462
1999-10-07,44.3263,33.9919,54.1456,57.6975,37.4716,61.852,52.7096,55.5951,-2.77556e-14,-2.77556e-14,-2.77556e-14,-2.77556e-14,0.0693444,0.0835227,-2.77556e-14,-2.77556e-14,0.354221,36.7504,34.153,28.3138,36.7895,27.6386,31.2585,33.2701,21.4108,20.1646,17.6699,23.2166,17.7062,19.1433,19.9976
1999-10-08,59.9607,46.6508,54.136,60.5432,43.4767,51.9845,50.7337,40.1764,-2.77556e-14,0.00812024,-2.77556e-14,-2.77556e-14,0.0539243,0.0835227,-2.77556e-14,-2.77556e-14,0.991227,33.5819,31.9442,29.8253,34.0766,27.1074,31.878,35.2535,20.2024,19.8155,18.5146,23.6174,15.4542,18.9591,24.0334
1999-10-09,58.7362,46.7804,63.7092,56.5436,58.072,41.7942,44.1765,55.8147,0.0303795,-2.77556e-14,-2.77556e-14,0.151453,-2.77556e-14,0.0534664,-2.77556e-14,-2.77556e-14,0.0537777,32.8557,30.5454,30.6055,32.9734,30.0386,33.5588,34.0506,20.3882,19.2825,18.6752,20.8267,16.2894,19.2181,20.6339
1999-10-10,59.865,50.6872,65.3563,49.3963,62.4735,28.8651,42.1812,59.5809,0.562564,-2.77556e-14,-2.77556e-14,0.00759297,-2.77556e-14,0.444256,-2.77556e-14,-2.77556e-14,0.122043,33.4073,31.3168,31.6697,30.1943,31.1971,34.4049,32.3327,19.7572,19.5224,18.7556,20.2774,18.9757,19.7506,21.7449
1999-10-11,58.7029,48.8727,72.6875,39.1591,62.7227,44.1242,39.6328,56.2862,1.28522,0.00759297,-2.77556e-14,0.0670162,-2.77556e-14,-2.77556e-14,-2.77556e-14,-2.77556e-14,0.00146585,33.8675,29.9778,35.0909,30.4316,31.28,34.3757,33.1318,19.6419,19.9776,19.2418,19.1087,17.4239,19.6743,20.031
1999-10-12,58.6733,47.284,77.2875,36.3916,58.7746,58.7476,35.4393,42.117,-2.77556e-14,-2.77556e-14,-2.77556e-14,0.168534,-2.77556e-14,-2.77556e-14,-2.77556e-14,-2.77556e-14,0.64397,32.7318,28.3799,36.062,29.894,30.3751,34.1916,34.977,19.7963,19.5282,19.8709,18.3795,18.0597,19.5573,21.9136
1999-10-13,60.4791,60.8555,65.8872,40.3571,55.5486,47.7113,38.9587,48.7246,-2.77556e-14,-2.77556e-14,1.08576,0.116687,-2.77556e-14,0.00759297,-2.77556e-14,-2.77556e-14,2.64611,27.597,26.5052,35.4934,28.0574,32.1439,33.8788,34.4106,19.1757,19.784,22.1398,18.2035,18.0361,19.3027,23.6947
1999-10-14,53.287,75.8736,58.7758,39.6367,66.7181,31.604,48.1445,49.918,-2.77556e-14,-2.77556e-14,14.7803,0.0424813,-2.77556e-14,1.15906,-2.77556e-14,-2.77556e-14,3.34646,24.395,27.4869,35.1491,23.6968,33.3953,32.1114,31.5427,18.2529,18.0816,21.8297,18.3303,18.1942,18.8529,25.0203
1999-10-15,50.0406,68.0095,55.2152,39.6932,67.8826,23.8126,57.9065,49.8967,-2.77556e-14,-2.77556e-14,0.901533,-2.77556e-14,0.218137,-2.77556e-14,-2.77556e-14,-2.77556e-14,5.10625,26.9075,28.3139,35.4179,29.3101,33.439,29.9275,30.6343,18.598,18.414,21.394,17.7299,18.7667,18.692,26.2063
1999-10-16,65.4432,61.5952,52.33,34.4032,64.5551,28.9898,59.8332,70.8425,0.00759297,1.07004,0.0151859,-2.77556e-14,-2.77556e-14,-2.77556e-14,-2.77556e-14,-2.77556e-14,25.8844,28.9112,29.9995,35.9136,27.0084,33.4851,28.3115,27.8951,18.2982,17.9683,19.8071,18.2775,19.5164,17.9302,23.6603
1999-10-17,69.429,57.3554,53.2288,29.9477,55.8729,23.924,60.101,82.5686,0.853804,2.42495,-2.77556e-14,-2.77556e-14,-2.77556e-14,0.046959,-2.77556e-14,-2.77556e-14,3.50649,29.5547,30.1853,34.4093,30.4071,34.3937,27.7781,25.5622,18.4195,17.9962,22.1746,18.3309,20.2093,17.0048,22.075
1999-10-18,59.2329,58.587,62.6645,50.8548,53.6647,24.6122,59.2045,59.647,0.123168,-2.77556e-14,0.00759297,-2.77556e-14,-2.77556e-14,-2.77556e-14,-2.77556e-14,0.0125928,0.141437,30.8106,28.5233,31.7767,30.4131,35.5024,27.8897,28.1006,18.9647,18.7753,19.3084,20.2415,20.8535,17.7544,21.929
1999-10-19,47.2709,66.6895,61.0348,59.7086,44.9399,40.6032,58.8494,55.2082,-2.77556e-14,-2.77556e-14,25.8844,0.0602215,-2.77556e-14,-2.77556e-14,0.0788017,-2.77556e-14,0.00759297,28.7496,27.9528,28.5473,32.2706,34.9076,27.6474,28.874,18.7068,18.0482,18.2864,21.0252,20.6425,17.422,21.5097
1999-10-20,46.7073,87.3516,62.3298,52.5429,37.2377,60.0396,60.8252,59.7248,-2.77556e-14,-2.77556e-14,9.64477,0.0835227,-2.77556e-14,-2.77556e-14,-2.77556e-14,-2.77556e-14,0.212572,24.9054,26.9804,30.3689,34.2669,29.7885,26.9495,28.5291,18.6871,18.3505,18.2794,21.5089,20.1331,16.7484,21.3139
1999-10-21,48.2035,79.9899,62.0533,49.5474,58.0905,53.624,58.3323,70.6381,-2.77556e-14,0.00759297,1.09248,0.0227789,-2.77556e-14,-2.77556e-14,-2.77556e-14,-2.77556e-14,0.487994,23.8565,25.2112,31.9128,30.3602,30.6883,27.2139,25.6418,17.0352,17.9255,17.9049,19.3823,20.4319,17.0324,20.8891
1999-10-22,44.1194,72.6082,55.3785,65.1499,58.7425,60.3818,53.1072,73.8698,0.0227789,-2.77556e-14,0.064826,-2.77556e-14,-2.77556e-14,-2.77556e-14,0.0259183,-2.77556e-14,0.193365,25.7533,27.4495,28.3642,29.4532,28.538,27.5617,25.299,16.1852,18.0776,17.8536,18.7493,19.9296,17.0782,19.9667
1999-10-23,45.1622,67.7088,41.0198,49.3816,47.0076,54.2391,43.6099,68.6738,0.0989318,-2.77556e-14,0.00759297,-2.77556e-14,0.0562324,-2.77556e-14,-2.77556e-14,-2.77556e-14,0.208105,27.4792,31.2825,30.8424,32.9199,28.5475,28.8533,25.8746,16.2504,15.8512,17.0632,19.0648,19.958,17.1722,20.3544
1999-10-24,40.4766,66.0756,36.116,37.5293,42.5532,60.5494,42.1751,65.846,0.246017,0.0206474,0.00759297,-2.77556e-14,0.528223,0.173536,-2.77556e-14,-2.77556e-14,0.0151859,29.0039,31.7694,32.8792,30.1785,27.0782,28.8993,27.0766,18.2617,16.0466,17.8353,20.2258,18.205,16.258,21.1995
1999-10-25,50.9412,68.3131,66.7244,49.6323,48.2271,49.8062,53.66,65.1453,-2.77556e-14,0.0838756,0.0180777,0.00759297,0.302171,0.00759297,-2.77556e-14,0.0151859,0.0367253,27.7403,27.9737,22.0905,30.8565,29.0102,25.7312,26.3307,18.2352,18.5998,12.4678,19.9708,16.8032,15.4559,20.9311
1999-10-26,67.2724,65.5416,58.7088,35.9059,46.7303,47.3138,61.423,71.3126,-2.77556e-14,0.81468,0.00759297,1.72698,-2.77556e-14,0.0227789,0.00759297,0.0227789,1.61018,27.7014,28.5896,22.2497,31.6418,31.6381,24.3697,24.5389,18.6109,16.2353,11.276,19.4948,18.8389,14.98,19.8714
1999-10-27,76.6533,59.3622,75.6467,25.0953,47.9008,68.4317,45.7227,64.6396,-2.77556e-14,3.73738,-2.77556e-14,7.34391,-2.77556e-14,0.0532229,0.0227789,-2.77556e-14,0.0672869,30.5386,21.553,28.8771,30.7316,26.9093,23.7959,24.8916,18.4666,16.6888,13.3496,19.9022,18.9241,14.0901,19.1501
1999-10-28,72.7531,51.6328,64.6622,31.1379,53.3909,64.0954,36.3344,60.5125,-2.77556e-14,0.860418,-2.77556e-14,2.78969,-2.77556e-14,0.00759297,-2.77556e-14,-2.77556e-14,0.314393,31.3736,20.9061,30.6768,29.8904,26.052,22.9814,25.0996,19.6075,13.4622,15.5767,19.6605,18.0618,11.4958,18.3363
1999-10-29,68.6265,48.7163,70.3427,61.3322,56.2905,76.444,35.2775,66.8603,-2.77556e-14,0.0835227,-2.77556e-14,0.999878,-2.77556e-14,-2.77556e-14,25.0794,-2.77556e-14,0.177544,30.7183,19.7359,23.4286,29.8081,20.8053,26.7282,22.5243,19.5872,12.3053,13.3846,18.4227,13.3117,12.2561,17.8359
1999-10-30,67.2351,52.3589,48.2575,50.9021,57.9096,60.3872,32.2834,64.9195,-2.77556e-14,0.00759297,-2.77556e-14,0.00759297,-2.77556e-14,0.00759297,0.903551,-2.77556e-14,0.230802,30.8409,23.2291,21.9336,28.4202,20.8963,27.4594,24.1412,18.8656,11.2811,12.5126,18.6146,12.3324,14.4992,18.4521
1999-10-31,64.3846,58.3863,39.9524,36.4338,45.0911,56.2606,40.0112,77.7053,-2.77556e-14,0.00879783,0.0835227,-2.77556e-14,-2.77556e-14,0.0225247,0.0639649,-2.77556e-14,0.474672,29.2198,25.5898,23.4365,29.8478,22.4466,26.5392,22.5754,18.3978,13.4049,11.3716,18.9629,14.5111,13.4729,17.8561
1999-11-01,57.163,67.3049,43.1066,25.2064,33.3522,49.0732,41.7921,85.7976,-2.77556e-14,-2.77556e-14,4.93035,-2.77556e-14,-2.77556e-14,-2.77556e-14,-2.77556e-14,-2.77556e-14,1.01884,24.4893,26.936,25.7493,34.158,26.2301,25.3137,23.2574,16.0463,12.8347,13.0259,20.8707,14.2052,15.0171,18.5218
1999-11-02,51.737,66.0974,41.3735,33.8752,61.6306,40.9229,36.7977,78.796,-2.77556e-14,-2.77556e-14,0.0389734,0.188176,-2.77556e-14,-2.77556e-14,-2.77556e-14,-2.77556e-14,0.117585,23.621,27.0233,27.7333,28.4712,26.9224,24.4998,24.1412,15.7175,13.0916,13.9118,19.0483,14.9969,14.0253,17.8103
1999-11-03,50.2138,78.4933,43.8987,33.3432,74.2678,36.3001,27.5782,68.5668,0.159396,-2.77556e-14,2.95856,0.00892767,-2.77556e-14,2.17838,-2.77556e-14,-2.77556e-14,0.0227789,23.0771,27.4269,28.8604,22.8225,28.6271,25.7411,25.0559,15.494,15.5176,14.6854,16.5156,15.3087,12.6722,17.2936
1999-11-04,52.7117,78.4029,49.8271,23.8933,68.2213,47.6938,26.5397,74.3489,1.90084,-2.77556e-14,0.575339,4.44481,-2.77556e-14,0.00759297,0.0274133,-2.77556e-14,0.0422281,22.0321,27.0657,26.9989,26.1452,28.4252,26.5117,23.5414,14.706,15.3104,14.5748,15.763,15.5567,13.0172,16.4552
1999-11-05,49.1643,65.7343,84.4916,32.6483,63.127,79.786,36.8049,58.113,-2.77556e-14,-2.77556e-14,0.023349,9.56114,-2.77556e-14,2.7301,0.0123621,-2.77556e-14,1.08484,22.9848,20.929,28.7212,26.8281,25.6329,26.4824,26.485,14.0886,14.5932,14.4546,15.213,15.0449,13.7058,16.6206
1999-11-06,59.2088,77.3531,74.4749,39.7867,79.2424,86.3532,46.5561,61.2667,-2.77556e-14,-2.77556e-14,11.1416,0.19214,-2.77556e-14,9.39187,1.08144,-2.77556e-14,2.64565,21.0313,21.5645,27.3408,20.2095,23.3644,24.786,25.1048,13.2784,14.3253,13.8309,14.6349,15.307,14.3574,18.5848
1999-11-07,56.4244,86.1536,64.4673,37.2275,70.7001,80.6781,58.2025,51.8402,-2.77556e-14,-2.77556e-14,10.3173,-2.77556e-14,-2.77556e-14,0.0280516,0.443683,-2.77556e-14,0.0709918,17.9864,24.3613,27.1854,22.4829,24.8217,23.2642,23.2956,12.2343,13.293,14.3149,14.5392,17.3133,13.9445,16.7701
1999-11-08,65.8006,84.7011,57.8229,35.1561,78.2981,85.7102,53.2629,60.6123,-2.77556e-14,0.119734,3.93727,-2.77556e-14,-2.77556e-14,-2.77556e-14,0.815944,-2.77556e-14,0.0395346,19.2251,24.754,28.5379,24.4813,25.1704,24.9756,23.4988,12.3678,13.2706,13.091,14.5116,17.2493,13.6701,15.9433
1999-11-09,63.228,74.4958,64.3797,51.5787,78.7718,80.9984,34.4017,73.7644,-2.77556e-14,0.0609327,0.106288,-2.77556e-14,0.33553,-2.77556e-14,0.590069,-2.77556e-14,0.137599,21.1745,23.4713,26.3508,24.4977,22.9942,27.0611,23.2942,12.5959,15.4136,12.6936,14.877,15.8311,13.5519,15.5795
1999-11-10,62.1008,72.1706,62.7007,62.9632,73.325,59.3886,50.2409,63.0416,-2.77556e-14,0.105312,0.0151859,-2.77556e-14,2.57113,-2.77556e-14,-2.77556e-14,-2.77556e-14,-2.77556e-14,21.5806,22.8669,17.7815,25.2615,25.2867,25.6661,24.2625,12.1172,15.8941,10.5531,15.0285,14.3179,12.3841,16.1445
1999-11-11,48.7254,77.8261,59.2957,75.2898,71.7719,52.3463,58.9263,52.3564,-2.77556e-14,-2.77556e-14,0.102671,-2.77556e-14,5.81104,-2.77556e-14,-2.77556e-14,-2.77556e-14,-2.77556e-14,21.7871,22.9612,17.0642,25.3799,26.7131,23.1586,26.0433,13.2432,13.2392,9.40683,14.9689,14.9576,13.3022,17.8107
1999-11-12,30.1822,74.8667,78.8904,77.2634,66.5608,43.7035,49.6695,57.4846,-2.77556e-14,-2.77556e-14,0.0602016,4.88383,4.49774,-2.77556e-14,-2.77556e-14,-2.77556e-14,-2.77556e-14,22.4021,18.0585,18.0613,25.1837,28.0821,22.7586,25.4568,13.0718,12.5416,9.74202,14.5982,15.1715,11.7117,16.5908
1999-11-13,22.3806,70.1444,69.3052,79.5023,57.7604,63.2729,45.4611,63.5678,-2.77556e-14,-2.77556e-14,0.0156224,2.00003,2.72551,0.0368052,-2.77556e-14,-2.77556e-14,0.036048,22.3535,19.3897,19.0521,25.1959,25.9733,27.1572,24.7341,13.0561,10.5275,9.71749,14.6281,14.6085,11.9388,16.3511
1999-11-14,15.0469,66.2428,52.5275,77.4741,48.2089,38.389,42.7313,66.563,0.0524628,0.00759297,0.00759297,-2.77556e-14,2.78209,0.807099,-2.77556e-14,-2.77556e-14,1.40544,22.3182,17.3152,18.77,22.3397,23.5211,27.1947,23.8603,13.1341,7.80546,10.5071,13.1355,13.337,13.129,15.9495
1999-11-15,27.7313,65.4191,53.6891,70.5772,70.871,31.5742,32.7449,84.3819,0.0818052,0.0372979,0.716033,0.00759297,0.697519,3.72056,-2.77556e-14,-2.77556e-14,1.72826,22.6659,18.753,19.6111,19.2828,23.1668,29.9865,22.6061,11.6094,8.85652,10.573,12.3549,10.9799,16.038,15.5323
1999-11-16,48.9898,61.3486,71.0714,66.3181,75.1262,25.5221,27.3038,85.5151,0.695832,-2.77556e-14,0.447053,0.571823,0.156733,9.76544,-2.77556e-14,-2.77556e-14,0.51594,21.2122,17.7628,20.582,18.6021,23.7196,30.3896,22.7563,10.4526,11.7547,10.5095,11.5165,11.0855,16.5639,15.1001
1999-11-17,57.5394,61.2649,78.1025,64.2431,75.281,20.757,45.9091,82.8264,5.0424,-2.77556e-14,0.116144,0.796888,0.0477177,9.62897,-2.77556e-14,0.115015,1.17398,20.6482,17.7818,21.0992,17.3659,24.9104,26.9324,22.664,9.5546,10.6318,9.32314,8.72234,11.9647,14.5501,16.1183
1999-11-18,49.0804,67.281,77.239,57.8072,77.642,18.8585,57.1019,69.3161,0.103364,-2.77556e-14,0.682825,0.1694,-2.77556e-14,5.42694,-2.77556e-14,0.294609,-2.77556e-14,20.3092,18.1368,21.8665,15.0489,26.1364,26.6943,23.7862,8.8459,10.9498,10.8373,7.76393,9.45648,18.0143,15.4898
1999-11-19,29.6925,83.892,67.4778,69.3528,92.258,16.8856,65.6568,61.3421,-2.77556e-14,-2.77556e-14,2.84909,0.0227789,2.06151,33.5457,-2.77556e-14,0.0055576,-2.77556e-14,17.1008,19.3293,20.7024,15.8181,26.8114,24.3278,25.6502,9.89455,10.4842,9.01628,9.58424,9.63643,16.5146,15.7161
1999-11-20,11.4271,65.3431,84.7271,64.7273,84.8581,14.3623,57.4208,58.9221,-2.77556e-14,-2.77556e-14,0.104288,3.5875,0.0310374,9.4177,-2.77556e-14,-2.77556e-14,-2.77556e-14,20.1658,16.8957,20.7685,15.4955,27.1554,22.4803,25.8626,10.1883,10.6839,7.50285,9.14956,11.3462,13.9547,14.951
1999-11-21,26.7244,53.6143,75.6026,67.9598,84.8488,12.3202,55.3177,59.5655,-2.77556e-14,-2.77556e-14,-2.77556e-14,0.238051,0.176071,12.4643,-2.77556e-14,-2.77556e-14,-2.77556e-14,22.7608,19.4094,20.2529,17.8318,27.8523,23.3882,24.6275,10.9917,12.2581,11.2734,10.0091,11.7547,12.3634,15.9594
1999-11-22,50.7785,54.5526,61.7133,71.1887,75.0678,10.8647,57.3403,54.2129,-2.77556e-14,-2.77556e-14,-2.77556e-14,-2.77556e-14,0.331952,3.025,-2.77556e-14,-2.77556e-14,-2.77556e-14,22.3995,22.4816,21.2387,14.5044,28.8727,23.6423,26.1632,10.0816,11.3301,12.6014,8.21684,13.7661,12.2039,14.8393
1999-11-23,46.5576,53.8695,61.5919,67.0909,74.0629,12.5205,62.7993,64.2716,-2.77556e-14,0.000951532,-2.77556e-14,0.101276,0.0280493,0.119231,-2.77556e-14,0.642656,0.0111331,22.3934,21.1378,22.5396,16.0718,28.6922,22.5954,24.1402,11.5141,12.8958,11.333,8.8651,12.0989,13.1121,14.7607
1999-11-24,48.2895,62.3421,81.0563,66.0659,68.1078,30.4076,66.2917,59.9544,0.655421,-2.77556e-14,0.316252,3.04763,-2.77556e-14,0.061228,-2.77556e-14,0.0584071,-2.77556e-14,20.3905,17.5855,24.1878,17.9325,27.0134,21.6252,24.4104,9.12178,12.1621,11.4419,8.89194,12.664,12.4074,14.1141
1999-11-25,49.2907,55.9577,73.0182,66.4882,81.1208,70.3772,67.5524,58.6098,4.87009,-2.77556e-14,0.00759297,0.13638,-2.77556e-14,1.39989,-2.77556e-14,0.0227789,-2.77556e-14,16.8037,16.931,25.7308,16.3813,23.5648,19.2721,23.3977,5.67517,11.444,13.221,8.94337,14.2608,10.4474,13.9286
1999-11-26,58.3034,57.0483,61.4316,69.0223,73.657,67.3313,68.0964,57.579,7.33256,0.102837,-2.77556e-14,-2.77556e-14,-2.77556e-14,0.20975,-2.77556e-14,0.427592,-2.77556e-14,17.3787,20.1429,24.1233,17.5024,23.0041,19.7285,22.6773,5.21733,7.92026,12.9526,8.80746,13.4877,9.75947,13.7046
1999-11-27,81.4764,62.99,57.2793,68.2422,79.7378,71.2451,76.4587,53.6803,0.505833,1.7522,-2.77556e-14,-2.77556e-14,-2.77556e-14,0.406934,0.0190793,0.479129,-2.77556e-14,17.4262,20.7936,23.136,18.2368,20.9517,20.5324,20.9673,5.43418,8.35949,10.0511,8.84744,12.8236,12.3742,12.5242
1999-11-28,72.9722,71.5118,52.1862,59.6125,77.8273,67.6498,74.7623,42.7327,0.102139,0.100778,0.036268,-2.77556e-14,-2.77556e-14,-2.77556e-14,2.71761,0.0675896,0.00759297,17.654,21.1065,24.6779,19.4421,18.3362,19.4688,20.7068,5.60674,9.75772,10.2348,7.78599,12.4008,10.7746,10.1904
1999-11-29,65.1863,78.3409,54.4238,78.9799,70.0249,66.0311,66.0687,71.6158,-2.77556e-14,-2.77556e-14,0.453796,0.0967375,12.0826,-2.77556e-14,1.27504,-2.77556e-14,3.86194,17.833,22.0504,22.5669,18.9747,18.4925,20.6396,16.3752,8.90475,10.3415,13.2862,8.22633,12.5634,10.4198,10.2056
1999-11-30,71.3093,70.2238,57.2962,76.9646,72.5972,49.6311,67.9101,73.3166,0.0420684,0.137222,0.0198495,0.00759297,1.4515,-2.77556e-14,0.200225,0.0160032,2.97025,18.7277,23.3179,18.4183,19.2965,22.5258,21.1735,16.9476,9.10193,10.5422,10.2007,6.93291,10.2169,9.77776,10.7284
