date,hurs_CMCC-CM2-SR5,hurs_CNRM-ESM2-1,hurs_EC-Earth3-Veg,hurs_IPSL-CM6A-LR,hurs_MIROC6,hurs_MPI-ESM1-2-HR,hurs_NorESM2-MM,hurs_UKESM1-0-LL,pr_CESM2,pr_CMCC-CM2-SR5,pr_CNRM-ESM2-1,pr_EC-Earth3-Veg,pr_IPSL-CM6A-LR,pr_MIROC6,pr_MPI-ESM1-2-HR,pr_NorESM2-MM,pr_UKESM1-0-LL,tasmax_CNRM-ESM2-1,tasmax_EC-Earth3-Veg,tasmax_IPSL-CM6A-LR,tasmax_MIROC6,tasmax_MPI-ESM1-2-HR,tasmax_NorESM2-MM,tasmax_UKESM1-0-LL,tasmin_CNRM-ESM2-1,tasmin_EC-Earth3-Veg,tasmin_IPSL-CM6A-LR,tasmin_MIROC6,tasmin_MPI-ESM1-2-HR,tasmin_NorESM2-MM,tasmin_UKESM1-0-LL
2009-12-23,67.7007,57.5938,57.0547,72.3076,65.4362,74.5238,55.3262,49.7969,4.47863,3.71311,-2.77556e-14,-2.77556e-14,-2.77556e-14,0.00354979,0.19487,0.00759297,-2.77556e-14,21.1549,22.2512,22.4283,18.5739,17.197,14.9208,22.3356,7.61224,6.59261,8.88431,6.94896,9.17022,2.69638,9.27053
2009-12-24,76.4178,58.2027,58.3235,69.1412,58.2512,79.7531,80.7091,55.1934,6.74714,0.695289,0.00759297,-2.77556e-14,-2.77556e-14,-2.77556e-14,3.20964,6.49571,-2.77556e-14,21.1781,21.6112,20.5626,19.0789,17.4121,15.2345,23.9509,8.04537,7.69331,9.03305,5.9327,9.86536,6.74388,11.2077
2009-12-25,82.2841,76.6542,67.934,67.6227,52.2486,68.5122,77.3345,64.4632,0.0850042,2.32384,5.81452,1.73825,0.00759297,0.0593027,0.843399,8.02892,-2.77556e-14,14.2979,20.2297,19.0354,19.1541,18.0929,15.186,20.7,7.65683,8.73708,9.11777,7.20461,9.8193,6.75099,12.4498
2009-12-26,72.2191,72.3895,78.6292,56.8546,75.4801,67.4313,60.0786,74.9783,0.0379618,0.00759297,3.19937,0.0151859,-2.77556e-14,2.11587,0.515712,-2.77556e-14,0.00759297,13.0846,16.8831,16.884,14.6873,16.6963,14.2272,19.7865,7.38033,10.7722,7.70855,8.48284,7.21472,4.74519,10.2087
2009-12-27,68.4318,81.5927,72.739,46.9307,67.0228,59.1694,61.1612,76.8226,0.00884876,-2.77556e-14,8.82696,0.554452,-2.77556e-14,0.0419113,-2.77556e-14,0.0280675,0.0148129,12.4783,19.0835,19.2835,17.7264,16.1264,14.1354,18.3784,6.90496,10.5807,6.77852,7.873,4.70525,3.86332,10.8294
2009-12-28,65.3682,67.5635,85.0651,56.7279,55.623,52.3491,79.1852,81.8786,12.9271,-2.77556e-14,4.69042,1.17377,-2.77556e-14,-2.77556e-14,-2.77556e-14,3.40429,2.76152,14.9198,19.0919,19.8382,18.2002,18.4505,15.5325,17.4287,8.22676,11.7843,7.63514,6.86547,6.85428,6.7286,9.82544
2009-12-29,64.8326,78.925,83.0701,66.2076,55.5127,56.7129,57.3353,80.1802,26.8099,-2.77556e-14,5.79228,0.282811,-2.77556e-14,1.88072,0.0396143,-2.77556e-14,8.877,14.3631,19.444,18.8579,18.129,18.6452,14.4296,16.5731,8.6234,10.8292,8.22221,6.17796,6.29825,4.22014,9.06847
2009-12-30,57.367,77.9952,71.6388,63.6098,68.7315,66.7972,53.828,85.2216,5.44422,-2.77556e-14,6.30532,0.554628,0.062497,1.21707,-2.77556e-14,-2.77556e-14,5.4898,13.1883,19.2667,18.8657,14.9438,19.6142,13.1887,15.9934,6.79136,11.7532,7.26614,7.32388,7.50828,3.09692,9.36082
2009-12-31,59.2108,84.6677,69.6774,80.2533,71.2864,74.931,55.325,79.3051,3.07885,-2.77556e-14,9.46789,20.3879,5.20052,0.121594,-2.77556e-14,-2.77556e-14,0.240216,10.7706,14.1381,17.1826,15.6821,18.877,13.9062,16.8259,6.64164,9.73328,9.28039,5.64959,6.53266,3.29607,9.18731
2010-01-01,66.6476,74.6877,85.9735,88.3197,65.8357,74.6739,68.4134,74.1014,0.0259743,0.0227789,7.1818,15.5177,11.7998,-2.77556e-14,0.00759297,-2.77556e-14,-2.77556e-14,14.3115,12.2672,15.4198,16.1743,17.5094,14.1809,18.0039,7.97572,9.44251,10.6783,6.52689,6.72635,4.82878,10.0562
2010-01-02,56.1136,69.0727,89.5867,76.6244,49.9606,66.3282,80.9742,78.2055,4.23158,-2.77556e-14,0.345142,6.82365,0.591421,-2.77556e-14,-2.77556e-14,9.83147,0.0152504,11.7616,13.5293,17.421,16.3524,17.2444,14.2131,18.1349,2.82649,10.289,10.4751,6.56354,6.84396,9.74267,10.25
2010-01-03,53.2694,63.8797,75.7295,64.3162,50.7564,69.5427,77.3249,86.4286,2.05492,-2.77556e-14,-2.77556e-14,2.73209,-2.77556e-14,-2.77556e-14,1.81808,0.105703,0.0502382,11.7684,15.1285,18.4449,17.7292,16.9844,17.1486,18.1934,1.69385,10.4632,10.0023,7.237,8.23211,9.20481,12.2638
2010-01-04,66.1827,58.286,79.9613,56.4869,59.9091,77.8428,73.5776,78.8806,0.309109,1.04325,-2.77556e-14,7.47199,-2.77556e-14,7.76225,4.43887,-2.77556e-14,-2.77556e-14,13.4671,15.1637,21.1015,18.1237,15.1537,17.5491,21.5289,2.14176,10.8922,9.9626,7.38078,9.86056,7.61557,10.4495
2010-01-05,79.0469,59.2411,88.0174,50.5954,80.6091,68.634,67.8987,69.9784,0.0141795,6.24126,-2.77556e-14,9.71401,-2.77556e-14,3.52537,0.314406,0.0151859,-2.77556e-14,14.5055,14.8469,23.091,14.9792,17.091,17.9961,22.994,1.89311,10.3333,12.6158,10.1329,9.5944,8.1413,10.9959
2010-01-06,76.8655,60.8098,76.0997,50.6118,77.7648,59.4952,62.2488,68.5553,6.22633,1.0272,-2.77556e-14,1.36675,-2.77556e-14,0.228048,-2.77556e-14,-2.77556e-14,-2.77556e-14,13.7635,15.0001,22.177,16.5635,16.7852,18.8362,23.3771,1.80109,8.49183,14.3929,10.7207,7.60107,7.58799,10.5707
2010-01-07,77.5006,53.6512,85.93,76.2876,74.1121,57.468,57.9491,70.7389,9.51948,0.469288,-2.77556e-14,4.70657,3.2257,0.168367,-2.77556e-14,-2.77556e-14,-2.77556e-14,9.22551,14.1012,18.2039,17.7541,17.52,19.8052,23.452,-1.7095,8.59574,10.3406,8.78573,7.323,7.48194,10.92
2010-01-08,69.3836,52.5346,88.1595,66.4077,67.7733,59.5599,55.6815,64.894,7.17514,0.0227789,-2.77556e-14,4.69723,0.0794442,0.0875452,-2.77556e-14,-2.77556e-14,0.0237052,9.48467,14.0042,16.4536,18.6875,18.0777,20.0005,23.6405,-2.71562,8.0429,8.91369,9.52241,7.29338,7.47655,11.6555
2010-01-09,55.7207,57.3307,77.8175,61.4774,71.2242,64.7303,54.8199,60.1752,0.136092,2.10669e-05,-2.77556e-14,0.223581,0.065443,-2.77556e-14,-2.77556e-14,-2.77556e-14,0.111811,10.5923,14.5824,17.4635,17.0078,17.767,19.7915,23.6532,-1.49842,6.48466,9.27743,8.44557,6.93995,7.01401,12.498
2010-01-10,48.3232,58.6884,69.7465,64.0626,74.1156,63.6851,65.6114,82.4046,-2.77556e-14,-2.77556e-14,-2.77556e-14,-2.77556e-14,0.237069,1.14851,0.0305936,-2.77556e-14,2.84777,12.6501,14.7966,15.6568,18.0174,17.2922,18.4448,18.2379,0.936981,3.63487,5.29228,7.83274,9.24134,6.18497,10.2255
2010-01-11,64.9165,55.279,69.0009,60.8075,71.8944,71.4367,88.3297,87.3406,-2.77556e-14,1.61178,-2.77556e-14,-2.77556e-14,-2.77556e-14,5.2367,11.9128,5.64637,0.453722,15.7291,17.1949,13.5314,14.3693,16.345,15.1873,17.9665,3.70458,4.5094,3.496,9.23208,10.2113,8.27034,10.5758
2010-01-12,73.0993,56.5335,67.1683,51.8782,78.0389,69.5899,61.1089,69.7377,0.110082,0.364724,-2.77556e-14,-2.77556e-14,-2.77556e-14,7.10236,2.16011,4.45443,-2.77556e-14,18.4305,20.4538,15.6465,14.448,14.4726,12.0415,20.4183,5.80859,5.66309,2.83194,8.3409,8.89035,-0.14964,9.87094
2010-01-13,83.5865,62.9224,62.6944,57.2495,81.7445,63.6792,53.3503,63.6138,0.419288,0.894819,0.00759297,-2.77556e-14,2.52268,10.0308,1.12959,-2.77556e-14,-2.77556e-14,18.1836,19.1148,17.5227,13.4731,16.2906,7.75901,21.7543,8.04699,6.45737,7.34496,8.95783,7.70235,-1.96568,8.99683
2010-01-14,65.1419,70.2478,61.035,59.5585,72.8845,68.7535,55.6079,57.5978,0.0227789,-2.77556e-14,0.0988411,0.0289363,-2.77556e-14,0.0151221,0.23196,-2.77556e-14,1.1608,15.4289,17.9631,20.0217,16.2297,16.5117,9.28369,18.9112,6.18999,7.27968,11.1388,7.96369,7.53467,-2.0036,10.1373
2010-01-15,62.2182,65.9004,65.0302,76.9939,77.4816,64.5542,54.6125,80.1858,5.03467,0.750447,-2.77556e-14,0.0227789,0.290052,-2.77556e-14,-2.77556e-14,-2.77556e-14,1.67997,15.1956,17.7447,18.3743,16.4091,17.3585,10.4876,16.5073,4.38461,7.45345,9.61098,6.04165,6.91775,-0.174085,8.52704
2010-01-16,79.7444,54.0637,65.3708,67.8048,85.8277,63.2095,57.2589,83.8852,11.3932,3.43185,-2.77556e-14,-2.77556e-14,-2.77556e-14,-2.77556e-14,-2.77556e-14,-2.77556e-14,0.420741,16.138,18.0685,18.0076,17.0413,18.0903,11.7212,17.8325,3.86003,7.53938,9.87098,6.39826,7.59676,0.937907,8.9287
2010-01-17,67.0307,44.067,68.9206,64.0371,63.8937,59.5455,57.2034,69.8202,6.0359,0.0151859,-2.77556e-14,-2.77556e-14,0.000152024,-2.77556e-14,0.00136337,-2.77556e-14,0.107015,13.9247,17.3418,17.3107,17.9855,18.2555,13.1106,19.053,2.71432,5.44856,9.02957,6.78913,7.79563,2.143,8.27815
2010-01-18,48.9849,46.0293,61.8266,55.9252,57.6484,53.7469,54.8525,80.4567,0.337707,-2.77556e-14,-2.77556e-14,-2.77556e-14,-2.77556e-14,-2.77556e-14,-2.77556e-14,-2.77556e-14,1.01277,13.1966,18.6299,19.9664,18.6702,18.2755,13.8945,17.5347,-0.0108325,5.95858,8.96205,7.0214,7.31947,2.32303,9.39814
2010-01-19,63.311,51.7704,54.9183,54.1743,58.6307,52.7429,53.9231,68.7464,0.00759297,2.8897,-2.77556e-14,-2.77556e-14,-2.77556e-14,-2.77556e-14,-2.77556e-14,-2.77556e-14,0.188218,14.6612,20.015,21.1535,18.5478,19.683,14.9386,18.8871,0.865209,4.40673,10.247,6.48172,9.05822,3.25452,8.74158
2010-01-20,73.0819,53.4322,52.7206,73.3291,54.8261,50.8968,51.5735,59.5342,0.124573,0.61454,-2.77556e-14,0.128581,-2.77556e-14,-2.77556e-14,-2.77556e-14,-2.77556e-14,8.29976,15.209,14.4387,18.9584,18.3282,21.3186,15.3967,16.0809,1.36499,8.85455,10.0596,6.96377,8.12786,3.50212,10.7828
2010-01-21,71.9365,54.8714,63.521,59.9784,58.3595,58.1276,50.7102,45.8049,3.75649,1.61689,-2.77556e-14,12.4782,0.047595,-2.77556e-14,-2.77556e-14,-2.77556e-14,0.0449877,15.0329,13.4473,23.5923,18.5552,20.9499,16.2117,15.9592,2.12951,9.48227,10.6916,6.21484,9.10573,2.92114,8.93087
2010-01-22,75.7701,60.2646,80.8163,58.5874,59.1329,64.4098,51.7123,54.6801,3.5418,1.21797,-2.77556e-14,11.5573,-2.77556e-14,-2.77556e-14,-2.77556e-14,0.00759297,-2.77556e-14,15.8297,14.6662,22.4073,17.5178,19.3932,15.4745,15.6093,3.19695,10.835,12.9531,6.90048,7.23168,3.60753,4.79295
2010-01-23,69.2413,70.2412,74.0919,50.8919,58.5591,55.4454,56.6297,48.8974,0.307598,1.74081,0.160104,2.15015,-2.77556e-14,-2.77556e-14,0.102083,-2.77556e-14,-2.77556e-14,16.1976,15.587,24.5166,17.418,23.3048,14.2428,17.2249,4.99954,10.7534,13.5946,5.79904,10.2988,4.34157,3.50869
2010-01-24,80.3448,73.102,74.3755,43.1204,53.4706,69.7078,55.3339,41.687,-2.77556e-14,26.9843,0.245479,14.3705,-2.77556e-14,-2.77556e-14,0.901301,-2.77556e-14,-2.77556e-14,17.0622,12.7836,24.7185,17.4527,17.7427,13.7844,18.8412,7.08486,7.67395,14.0009,5.93973,10.9711,3.04275,2.95703
2010-01-25,83.6822,78.6032,65.9827,65.3282,49.1229,70.0751,56.6432,45.7138,0.0223897,14.766,2.43721,0.535091,-2.77556e-14,-2.77556e-14,0.241117,-2.77556e-14,-2.77556e-14,16.6295,8.97442,20.337,17.4379,18.8863,14.6648,19.9099,6.77908,6.43684,11.9864,5.47034,10.2727,3.13373,2.83953
2010-01-26,87.4473,57.1994,59.948,74.228,50.3926,75.76,61.042,48.8504,-2.77556e-14,7.58685,0.00759297,0.0370386,0.197043,-2.77556e-14,1.11993,-2.77556e-14,-2.77556e-14,13.97,9.11817,19.356,17.3935,15.62,16.078,20.4331,3.39401,1.64309,10.5775,3.86984,10.0436,4.87641,5.55962
2010-01-27,88.0098,51.9935,60.2848,70.6283,54.0352,78.1048,52.0852,57.8684,-2.77556e-14,11.6285,-2.77556e-14,0.0742319,-2.77556e-14,-2.77556e-14,2.22349,0.646432,-2.77556e-14,11.8333,10.3561,21.6884,17.8455,16.786,17.8028,21.9342,1.27453,1.82723,10.6029,3.66353,10.3844,5.84086,7.58709
2010-01-28,72.8485,54.2762,69.249,67.9666,57.4066,84.6863,61.7553,53.7045,-2.77556e-14,0.584685,-2.77556e-14,0.582918,-2.77556e-14,-2.77556e-14,4.11778,0.687488,0.337598,10.5193,11.9492,22.5145,17.2781,16.4158,18.5563,20.0635,-1.05692,4.43286,11.1868,5.34038,10.9351,6.82246,7.71126
2010-01-29,70.6528,57.1884,73.1712,69.7477,62.9559,74.5335,79.5983,81.8988,-2.77556e-14,0.00759297,-2.77556e-14,0.294687,0.039178,0.0991155,0.0202445,3.94403,8.79489,11.9591,14.1177,22.1028,17.9461,18.7196,17.333,15.3214,-0.898151,6.79275,11.8755,6.38502,9.09676,9.10302,8.34523
2010-01-30,67.8936,54.2991,74.8945,66.994,63.1265,61.5418,77.4382,77.4996,-2.77556e-14,-2.77556e-14,-2.77556e-14,0.686406,0.317717,2.12246,-2.77556e-14,2.64216,6.40518,12.897,15.5801,14.9854,18.2518,19.9482,16.0933,16.5296,0.613905,8.04708,9.25832,7.29791,8.28191,8.77512,11.8816
2010-01-31,61.0673,54.3881,78.5217,60.2623,68.8297,53.1566,60.2553,53.4413,0.157258,-2.77556e-14,-2.77556e-14,3.56773,1.25898,9.93384,-2.77556e-14,-2.77556e-14,0.00626409,13.8464,16.7644,14.3271,14.3533,20.3677,16.6032,17.2938,0.768225,9.08982,8.05373,7.56752,9.91511,7.43412,7.50523
2010-02-01,65.1273,59.3502,80.0781,78.7857,82.6848,52.2896,57.9978,67.1192,0.782057,-2.77556e-14,-2.77556e-14,0.924865,11.3422,0.76071,-2.77556e-14,-2.77556e-14,-2.77556e-14,15.3795,16.1595,14.2359,14.1598,21.2032,17.7039,17.8465,2.39464,9.21054,7.55261,7.06332,9.14866,5.46133,5.68662
2010-02-02,64.8825,68.1941,68.6043,84.2008,64.7957,59.9553,51.2857,54.9211,-2.77556e-14,-2.77556e-14,0.0614634,-2.77556e-14,6.76795,7.1696,0.00111494,-2.77556e-14,-2.77556e-14,14.9088,18.3182,12.3433,17.6425,19.3833,19.266,20.3582,4.1729,6.16927,3.01484,7.49222,8.27738,6.11524,7.65492
2010-02-03,61.3082,67.127,67.6311,72.142,82.1386,66.7951,47.7467,49.1998,2.21219,0.0227789,0.0321736,-2.77556e-14,0.512554,11.2433,9.98032,-2.77556e-14,-2.77556e-14,15.5263,18.8709,12.2235,12.3609,17.0438,20.2664,20.5071,5.49569,6.71739,2.32244,7.50169,9.41191,7.3793,8.55378
2010-02-04,65.4807,66.8654,80.3134,71.2407,74.3034,71.451,47.3858,57.4356,0.110003,0.578542,-2.77556e-14,1.47056,0.186771,1.27925,5.48351,-2.77556e-14,-2.77556e-14,16.9422,19.0795,16.1364,14.1876,14.976,20.1792,23.6221,4.87434,8.34473,3.63265,8.61063,10.8189,7.15947,14.9636
2010-02-05,63.6028,66.3295,81.0636,80.9434,81.2211,72.583,48.5895,67.0645,0.0151859,-2.77556e-14,0.00124746,0.234424,10.1183,2.87631,5.9653,-2.77556e-14,1.61379,17.4128,16.942,16.0736,14.1555,14.3572,20.0116,18.9281,5.40486,10.8678,9.95759,7.80485,10.9083,7.13488,11.2673
2010-02-06,56.4489,58.6186,78.7529,76.7082,83.9585,79.1255,46.1007,70.0466,0.355244,-2.77556e-14,-2.77556e-14,0.069013,5.41527,3.31666,6.3622,-2.77556e-14,-2.77556e-14,18.7127,16.932,16.0081,15.3619,14.6385,20.0294,18.8886,5.65507,8.85297,9.49578,9.63532,9.07373,7.22334,10.5914
2010-02-07,50.5853,48.7629,64.2951,74.9013,74.0235,70.713,42.9579,72.8972,0.55155,-2.77556e-14,-2.77556e-14,-2.77556e-14,2.66956,0.469341,0.654157,0.579193,0.0151859,20.8566,18.8515,16.9028,15.9329,16.6797,20.6276,18.8488,7.2451,6.04523,10.1489,9.15357,7.18366,8.86129,10.0646
2010-02-08,55.5933,45.1773,51.4135,74.6107,76.3739,72.3274,44.7649,61.2552,3.63901,-2.77556e-14,-2.77556e-14,-2.77556e-14,16.2651,-2.77556e-14,-2.77556e-14,1.91424,-2.77556e-14,22.967,17.8002,18.4673,17.9849,17.924,20.9969,21.325,10.8423,5.20997,7.08599,7.35361,7.85586,11.3683,10.2694
2010-02-09,66.7434,42.7113,45.0188,71.9912,76.7452,83.6872,49.6351,63.1198,10.5849,2.45355,-2.77556e-14,-2.77556e-14,2.98242,0.520812,0.235039,0.119269,0.669031,25.2979,17.5261,12.6284,17.6218,17.6154,18.8618,22.0497,13.2793,3.52649,4.79531,8.61898,7.81498,10.5273,13.9589
2010-02-10,71.8431,54.502,43.5328,74.9214,67.9596,86.4801,54.9978,74.9494,0.347524,1.40036,0.589618,-2.77556e-14,9.29668,0.0754921,1.98026,-2.77556e-14,4.31587,17.5763,18.8396,15.4994,16.8506,16.1044,19.8025,19.7064,7.95971,3.33991,6.43632,8.3636,9.69704,8.33087,10.9382
2010-02-11,60.1221,61.2335,47.2024,86.2202,65.5562,86.0971,66.024,76.3736,-2.77556e-14,-2.77556e-14,10.7751,-2.77556e-14,15.9752,-2.77556e-14,4.87059,-2.77556e-14,0.222708,12.7332,20.9548,14.0361,18.5366,16.1365,18.7317,19.1733,5.60569,3.73545,7.17289,7.25809,11.1425,7.99238,9.28533
2010-02-12,65.943,66.7321,53.1913,86.0835,56.6693,74.6726,76.7312,60.1305,-2.77556e-14,1.01475,7.49473,0.0150399,16.2047,9.34556,0.545065,-2.77556e-14,1.56866,13.0534,21.1137,12.3731,20.8132,19.059,18.9217,20.9014,4.88169,6.27936,3.04159,8.17085,9.43034,7.55932,9.05902
2010-02-13,69.2419,50.453,60.3922,81.949,65.6459,63.8294,79.3771,73.9671,0.0227789,0.402607,-2.77556e-14,2.29328,10.7717,10.8833,0.418113,0.0622497,3.27293,17.3313,21.5874,9.0511,14.0822,19.9934,20.5269,18.1554,4.54638,8.27525,2.21006,6.38878,9.06165,9.66275,10.5304
2010-02-14,66.9935,47.8917,85.27,64.8719,73.0552,56.4123,61.2117,69.8564,0.0151859,0.0990614,-2.77556e-14,9.486,11.0321,11.4665,-2.77556e-14,0.084315,0.0012821,20.149,16.0199,14.2156,12.054,19.7536,17.9966,18.9913,8.33043,8.44898,3.71875,5.4938,9.20292,10.2117,8.32867
2010-02-15,68.3128,54.2648,69.9782,84.0782,72.4069,56.4255,59.4467,64.1187,-2.77556e-14,2.29388,0.00149002,1.61495,11.9474,1.88382,0.171012,0.0880382,-2.77556e-14,18.3862,16.9463,10.8542,13.9299,20.3371,17.9683,19.5509,8.04308,10.4777,4.58354,5.75172,11.0747,8.22475,9.92015
2010-02-16,65.7268,58.0615,71.471,82.1652,69.9197,64.0711,63.6164,58.8425,-2.77556e-14,2.2456,0.572519,0.386528,4.84558,0.0117714,1.3831,4.5713,-2.77556e-14,15.6978,17.5033,12.7754,16.882,16.0312,18.9331,20.7616,5.74729,11.4409,4.55777,5.32769,7.47936,9.11988,10.6558
2010-02-17,76.3516,77.7454,70.4552,68.4208,73.0155,63.9056,59.2845,60.9577,-2.77556e-14,9.00712,10.8277,0.0227789,0.201016,0.397532,5.30285,-2.77556e-14,-2.77556e-14,12.8756,18.7168,14.9177,16.1356,17.4525,18.7442,21.3467,5.43978,8.31708,4.51199,6.47681,6.24539,9.24685,10.0066
2010-02-18,58.5555,82.1929,64.7048,70.1795,67.0918,64.3937,47.2246,49.0789,1.89922,-2.77556e-14,11.5423,-2.77556e-14,-2.77556e-14,0.371204,0.502892,-2.77556e-14,0.434037,12.7485,19.8305,15.2346,15.2334,19.8683,18.3855,23.2482,7.09751,8.42721,5.04326,6.51355,10.5962,6.44634,10.1613
2010-02-19,50.0942,60.526,61.2331,72.1796,68.6597,69.4349,48.6095,52.0885,-2.77556e-14,-2.77556e-14,0.00558779,-2.77556e-14,-2.77556e-14,0.00759297,0.279795,0.00759297,0.927962,14.69,20.6066,14.985,16.4897,20.5289,18.5824,21.336,5.05572,8.83912,6.10437,5.58314,9.50342,6.22688,13.0604
2010-02-20,61.4099,63.7739,52.8626,57.3366,70.0663,83.5456,42.6455,63.343,-2.77556e-14,0.0370481,0.0285016,-2.77556e-14,-2.77556e-14,0.777725,0.644027,-2.77556e-14,7.59622,14.796,23.3796,17.6988,15.1501,18.8907,16.5936,20.1526,3.7366,7.15236,8.00119,6.5953,10.5972,5.90202,12.5984
2010-02-21,65.8806,62.8551,53.118,64.6,60.1226,74.1432,38.8153,71.2584,-2.77556e-14,-2.77556e-14,0.105091,11.5867,4.62747,0.120729,0.847986,0.121281,7.72815,16.2424,26.4884,17.3576,17.5129,19.519,16.1872,18.6458,4.39572,10.7477,8.87348,6.75525,10.6932,3.28431,10.7254
2010-02-22,52.1848,65.0128,81.8702,81.1965,67.6646,76.9914,34.3598,80.9739,-2.77556e-14,-2.77556e-14,0.149466,11.4665,6.03927,4.42721,0.0908291,0.176147,9.03527,17.8069,15.5667,13.6548,16.1077,18.5625,18.5326,15.6797,6.10612,11.2831,5.20188,8.88691,10.882,3.8763,9.35936
2010-02-23,44.4337,54.1345,85.779,64.2121,56.2142,70.5506,46.6702,62.2802,0.0227789,-2.77556e-14,-2.77556e-14,6.50788,0.0608158,-2.77556e-14,0.0370666,14.544,0.216866,19.3517,15.6931,15.6583,19.4775,18.8093,26.0836,18.8251,7.40413,10.5323,4.38267,7.29372,9.8122,7.00097,9.93575
2010-02-24,48.9238,72.0256,77.3148,52.3869,52.0647,68.7726,68.7742,59.0969,-2.77556e-14,-2.77556e-14,0.685256,22.7929,-2.77556e-14,0.00762556,-2.77556e-14,6.71053,9.67709,17.2546,10.5569,20.0112,19.339,19.7107,21.5399,18.7238,6.97275,5.6192,5.98902,10.2842,8.72665,15.4144,10.6328
2010-02-25,60.5891,74.0419,77.9406,48.204,53.9669,69.7513,55.9794,71.2906,-2.77556e-14,0.0151859,0.241374,15.0755,-2.77556e-14,-2.77556e-14,1.58465,22.5108,11.504,18.831,11.5415,22.9825,23.6476,20.2747,27.0708,12.7699,9.18242,7.2745,9.24043,8.73183,10.7852,16.8305,8.87622
2010-02-26,58.8583,58.5866,81.6906,56.4414,57.8812,70.6665,68.3622,65.3113,0.536124,-2.77556e-14,-2.77556e-14,12.6321,-2.77556e-14,-2.77556e-14,0.192045,2.52177,1.6903,24.0665,10.6443,23.1809,23.8757,18.8796,22.5043,14.766,9.12175,6.6691,11.3577,10.9039,10.204,15.3534,8.70038
2010-02-27,70.4571,45.0926,67.0581,64.9968,59.287,65.396,64.796,85.8535,14.8352,1.31872,-2.77556e-14,0.560758,-2.77556e-14,-2.77556e-14,0.0151859,0.00917137,10.8085,27.5018,12.0161,23.7529,20.4045,20.3343,21.0352,15.208,13.0455,5.90529,11.9983,9.69299,9.22823,12.2462,9.90492
2010-02-28,69.398,52.4025,64.5169,61.2801,49.2567,52.924,81.341,60.5113,4.1169,0.0631321,-2.77556e-14,0.114027,-2.77556e-14,0.178774,-2.77556e-14,6.60374,0.362111,26.0771,14.9089,27.7477,22.0566,24.1054,17.2461,16.3894,11.9561,6.6031,11.8647,9.95201,11.4689,11.6056,9.16685
2010-03-01,64.454,63.1674,57.1224,39.6491,57.0156,47.1705,81.565,52.2555,0.470428,-2.77556e-14,0.0672194,-2.77556e-14,-2.77556e-14,1.71859,-2.77556e-14,9.1945,0.00759297,20.5046,16.1887,30.199,20.8221,26.1982,17.4989,20.0881,9.9461,6.10152,15.8002,12.4055,13.9303,10.9282,11.4941
2010-03-02,52.8555,57.8764,50.3401,37.1998,65.5593,72.5608,71.6381,63.158,1.94227,-2.77556e-14,-2.77556e-14,-2.77556e-14,-2.77556e-14,2.74792,1.84912,25.2822,0.899763,20.0032,17.2719,29.6014,19.6878,19.8333,15.8192,19.8285,9.01092,3.10101,15.8603,11.9722,12.1788,9.27646,10.6387
2010-03-03,41.6447,71.1636,50.1194,64.6251,67.4845,74.6528,67.0718,81.6686,0.819703,-2.77556e-14,6.17823,-2.77556e-14,-2.77556e-14,-2.77556e-14,6.01644,14.0982,2.78535,18.2904,19.0008,23.3463,21.9248,17.0724,14.378,18.5583,8.47208,3.49912,11.8529,12.0822,11.9495,8.70706,10.5432
2010-03-04,35.657,61.3264,49.5687,77.6305,62.5824,83.9358,70.6531,73.6557,-2.77556e-14,0.00270807,1.03148,-2.77556e-14,0.834101,0.182259,10.5633,11.2551,3.45951,13.8256,20.6921,16.2446,19.7338,15.5301,14.4625,19.0361,5.62947,3.78111,8.94434,11.7679,12.871,8.18335,11.2347
2010-03-05,46.0379,55.0249,47.8935,57.5154,70.0939,82.6891,69.6203,73.196,-2.77556e-14,0.0176323,-2.77556e-14,-2.77556e-14,-2.77556e-14,0.132318,0.963035,14.0159,2.88784,15.1795,22.9327,18.506,18.1665,18.0121,14.0456,15.6187,3.86264,4.59737,8.34877,9.52569,13.2888,7.54879,11.0238
2010-03-06,60.434,50.3926,51.9911,76.7605,63.3548,83.5047,68.0986,57.41,-2.77556e-14,0.0128578,-2.77556e-14,-2.77556e-14,6.67117,0.0107304,0.173669,18.4837,0.43644,18.4857,21.241,20.7398,18.9322,19.4455,13.8868,17.2073,4.3677,10.9659,13.7576,8.61926,10.4769,6.93749,9.70657
2010-03-07,54.0745,33.7771,60.9235,78.9832,50.3022,69.7715,59.848,43.8202,0.00759297,-2.77556e-14,-2.77556e-14,-2.77556e-14,3.49705,-2.77556e-14,0.73496,1.23308,-2.77556e-14,21.179,22.5632,23.3367,22.9147,20.2845,10.2283,19.1228,8.78421,7.17254,12.3403,9.32351,9.69457,3.65688,9.89001
2010-03-08,66.6604,30.1515,70.7461,66.3277,37.3344,57.3354,51.8991,53.3124,-2.77556e-14,-2.77556e-14,-2.77556e-14,1.21331,1.07776,-2.77556e-14,-2.77556e-14,-2.77556e-14,0.00759297,24.6701,17.4268,17.4628,26.112,24.0339,14.7362,19.948,12.5526,9.09753,9.69259,12.5007,10.3112,2.57318,10.1381
